time,Şaşvat karagöl - Artvin_temp,Şaşvat karagöl - Artvin_prcp,Şaşvat karagöl - Artvin_snow,Şaşvat karagöl - Artvin_rain,Şaşvat karagöl - Artvin_tmin,Şaşvat karagöl - Artvin_tmax,Şaşvat karagöl - Artvin_wspd,Şaşvat karagöl - Artvin_rhum
2023-04-02,-0.88,48.71,47.73,0.98,-9.05,13.69,12.25,73.86
2023-04-09,3.34,28.2,16.74,11.47,-6.41,14.28,11.11,74.39
2023-04-16,3.95,19.87,11.35,8.52,-3.51,13.83,10.94,73.59
2023-04-23,6.84,21.65,0.0,21.65,-2.03,16.48,9.98,71.52
2023-04-30,5.85,36.21,0.0,36.21,-0.94,16.3,9.92,75.45
2023-05-07,4.68,11.37,2.09,9.28,-3.15,13.88,8.94,73.09
2023-05-14,4.55,50.39,0.0,50.39,-0.28,10.11,8.0,86.69
2023-05-21,6.76,15.22,0.0,15.22,-1.32,13.81,8.66,73.28
2023-05-28,10.62,18.62,0.0,18.62,2.5,21.07,9.72,71.57
2023-06-04,11.91,10.15,0.0,10.15,4.95,21.55,8.68,75.57
2023-06-11,11.31,20.6,0.0,20.6,4.85,18.71,7.7,80.57
2023-06-18,11.95,21.71,0.0,21.71,6.54,17.37,7.58,82.28
2023-06-25,10.76,42.83,0.0,42.83,6.45,18.62,7.65,84.97
2023-07-02,12.28,32.73,0.0,32.73,4.98,19.05,8.48,81.66
2023-07-09,15.05,42.86,0.0,42.86,7.76,23.69,8.53,78.0
2023-07-16,12.07,45.0,0.0,45.0,5.1,19.71,10.52,73.28
2023-07-23,13.58,2.91,0.0,2.91,4.78,20.64,8.47,77.07
2023-07-30,14.51,19.77,0.0,19.77,7.58,26.1,9.06,78.03
2023-08-06,15.84,2.38,0.0,2.38,8.9,25.74,8.42,76.03
2023-08-13,17.94,5.07,0.0,5.07,11.23,24.61,8.41,75.92
2023-08-20,17.28,0.59,0.0,0.59,10.35,23.44,8.07,73.53
2023-08-27,14.71,15.35,0.0,15.35,7.8,21.11,9.3,77.94
2023-09-03,15.59,13.99,0.0,13.99,9.35,22.94,8.7,76.5
2023-09-10,13.48,38.94,0.0,38.94,5.74,22.13,9.87,78.04
2023-09-17,9.0,17.78,0.0,17.78,3.34,14.8,8.66,79.6
2023-09-24,11.57,10.96,0.0,10.96,4.58,19.33,8.13,74.99
2023-10-01,12.33,3.67,0.0,3.67,7.01,21.0,8.68,73.31
2023-10-08,7.22,59.23,0.0,59.23,1.71,14.48,10.16,80.37
2023-10-15,5.39,25.81,0.0,25.81,-0.3,16.2,10.19,73.4
2023-10-22,5.78,38.26,0.0,38.26,-0.88,14.52,10.61,74.61
2023-10-29,9.03,0.15,0.0,0.15,3.25,16.53,11.91,65.85
2023-11-05,8.44,2.42,0.0,2.42,2.43,17.17,10.97,68.77
2023-11-12,5.03,27.07,6.27,20.8,-0.77,13.44,13.55,69.31
2023-11-19,3.95,38.85,20.15,18.7,-2.8,11.52,14.25,73.01
2023-11-26,0.54,94.06,93.89,0.17,-5.46,11.09,16.12,78.08
2023-12-03,-1.03,48.36,48.36,0.0,-9.13,8.58,15.14,66.22
2023-12-10,2.05,15.31,14.83,0.48,-2.79,8.03,11.52,73.41
2023-12-17,0.25,32.87,32.87,0.0,-5.38,6.87,12.25,74.6
2023-12-24,-2.46,48.53,48.53,0.0,-7.96,5.44,14.39,66.63
2023-12-31,-3.24,43.32,43.32,0.0,-9.51,4.71,14.08,71.91
2024-01-07,-2.0,68.35,68.35,0.0,-7.2,4.29,14.47,69.58
2024-01-14,-4.33,47.35,47.35,0.0,-14.17,4.74,10.32,80.74
2024-01-21,-2.4,17.06,17.06,0.0,-12.61,4.92,15.34,69.05
2024-01-28,-6.43,36.39,36.39,0.0,-10.31,-0.96,8.58,79.9
2024-02-04,-7.57,4.22,4.22,0.0,-13.29,-1.55,9.88,65.9
2024-02-11,-0.93,104.2,104.2,0.0,-6.16,8.65,15.17,71.41
2024-02-18,0.53,9.59,9.59,0.0,-5.4,8.01,10.52,73.21
2024-02-25,-2.61,5.85,5.85,0.0,-8.29,4.55,7.58,74.87
2024-03-03,-1.18,0.0,0.0,0.0,-9.05,7.41,11.32,42.46
2024-03-10,-1.24,25.28,25.28,0.0,-6.56,6.68,8.57,78.88
2024-03-17,0.45,20.04,19.91,0.13,-7.52,10.89,10.36,65.92
2024-03-24,-1.08,33.29,33.29,0.0,-6.13,4.38,8.46,82.03
2024-03-31,2.29,12.59,10.94,1.65,-7.36,12.6,12.68,58.6
2024-04-07,4.91,12.79,2.4,10.39,-3.51,17.31,10.55,62.71
2024-04-14,4.11,3.7,0.0,3.7,-0.98,12.08,7.75,78.01
2024-04-21,9.95,0.66,0.0,0.66,-1.13,21.69,10.47,57.08
2024-04-28,11.92,0.03,0.0,0.03,1.1,22.84,9.93,56.49
2024-05-05,7.6,53.55,0.0,53.55,1.51,15.93,7.49,79.61
2024-05-12,5.77,26.57,11.05,15.52,-0.73,16.84,10.18,74.86
2024-05-19,3.28,20.77,8.41,12.36,-2.77,9.08,8.92,76.36
2024-05-26,8.24,14.04,0.0,14.04,-1.24,15.5,9.05,73.31
2024-06-02,10.99,15.76,0.0,15.76,3.81,17.55,8.97,74.34
2024-06-09,13.61,7.96,0.0,7.96,5.38,21.41,8.0,70.87
2024-06-16,14.17,9.87,0.0,9.87,7.64,21.32,9.41,69.58
2024-06-23,13.78,7.04,0.0,7.04,5.85,19.34,7.76,79.98
2024-06-30,12.58,31.17,0.0,31.17,5.03,20.41,9.4,74.89
2024-07-07,14.92,22.02,0.0,22.02,8.6,24.09,9.41,76.34
2024-07-14,16.12,22.01,0.0,22.01,10.66,22.28,7.89,77.72
2024-07-21,15.28,45.4,0.0,45.4,10.55,22.01,7.46,82.17
2024-07-28,14.22,30.73,0.0,30.73,8.9,20.98,8.87,79.1
2024-08-04,14.02,16.21,0.0,16.21,8.7,20.28,8.34,80.04
2024-08-11,15.0,5.37,0.0,5.37,9.61,20.09,8.23,78.93
2024-08-18,14.06,4.85,0.0,4.85,6.76,20.84,9.74,75.53
2024-08-25,16.82,6.8,0.0,6.8,10.12,23.62,8.33,72.98
2024-09-01,13.03,24.03,0.0,24.03,-4.18,19.52,8.72,76.35
2024-09-08,14.52,12.33,0.0,12.33,8.04,21.56,8.02,80.15
2024-09-15,15.4,4.37,0.0,4.37,9.42,23.91,9.19,70.28
2024-09-22,10.87,68.24,0.0,68.24,5.26,19.62,8.58,79.9
2024-09-29,10.95,4.08,0.0,4.08,4.87,19.46,9.93,74.45
2024-10-06,9.21,43.11,0.0,43.11,2.58,18.79,10.48,68.29
2024-10-13,10.41,29.11,0.0,29.11,4.49,20.55,10.77,70.69
2024-10-20,4.04,106.85,30.37,76.48,-2.92,12.24,8.98,84.71
2024-10-27,0.21,91.11,91.11,0.0,-5.73,5.67,9.69,83.94
2024-11-03,0.76,6.98,6.98,0.0,-5.29,8.26,10.59,70.68
2024-11-10,-2.45,48.06,48.06,0.0,-7.13,5.66,10.51,76.38
2024-11-17,-0.23,22.95,22.95,0.0,-4.93,6.4,8.75,70.3
2024-11-24,1.91,25.2,25.17,0.03,-3.11,10.27,12.67,74.19
2024-12-01,-4.85,87.86,87.86,0.0,-9.82,0.51,10.65,81.2
2024-12-08,-4.05,0.08,0.08,0.0,-9.81,4.23,13.24,62.4
2024-12-15,-5.63,40.53,40.53,0.0,-13.91,4.79,15.42,72.29
2024-12-22,-4.93,51.44,51.44,0.0,-10.85,1.24,14.48,73.02
2024-12-29,-2.12,21.44,21.44,0.0,-6.68,4.42,12.8,71.87
2025-01-05,-5.02,6.42,6.42,0.0,-9.57,0.72,9.68,69.7
2025-01-12,-3.38,6.37,6.37,0.0,-8.58,3.47,10.83,62.91
2025-01-19,-4.15,63.59,63.59,0.0,-7.35,2.84,10.66,81.52
2025-01-26,-5.02,19.27,19.27,0.0,-10.81,1.46,10.83,67.43
2025-02-02,-4.34,0.0,0.0,0.0,-9.04,3.2,10.1,54.38
2025-02-09,-6.12,14.45,14.45,0.0,-10.59,0.56,7.3,78.64
2025-02-16,-6.04,8.13,8.13,0.0,-11.97,1.79,9.04,68.19
2025-02-23,-8.88,55.63,55.63,0.0,-16.21,2.77,9.78,77.18
2025-03-02,-10.35,63.92,63.92,0.0,-16.23,-2.84,11.4,74.54
2025-03-09,-4.34,5.99,5.99,0.0,-11.06,6.72,8.15,65.52
2025-03-16,3.81,0.0,0.0,0.0,-5.31,13.75,12.11,47.7
2025-03-23,-2.61,14.79,14.79,0.0,-7.82,12.41,9.57,73.99
2025-03-30,5.01,1.74,0.0,1.74,-8.5,17.39,11.55,58.98
2025-04-06,4.32,25.15,0.0,25.15,-0.82,13.89,9.7,72.72
2025-04-13,-0.98,37.34,34.38,2.96,-8.56,11.83,10.97,75.78
2025-04-20,1.29,21.02,16.26,4.77,-4.79,12.52,8.9,77.61
2025-04-27,5.19,27.73,0.0,27.73,-0.02,12.13,8.37,79.07
2025-05-04,3.33,15.34,2.2,13.14,-3.42,12.69,8.71,78.3
2025-05-11,8.29,7.66,0.0,7.66,0.32,19.1,8.83,66.39
2025-05-18,5.7,45.3,15.67,29.63,-2.36,20.72,9.54,77.9
2025-05-25,7.89,9.98,0.0,9.98,-0.16,16.75,8.64,69.33
2025-06-01,9.46,14.05,0.0,14.05,3.65,20.05,8.89,74.01
2025-06-08,8.91,7.3,0.0,7.3,4.16,18.67,8.56,78.24
2025-06-15,10.89,26.57,0.0,26.57,4.93,17.98,7.9,79.61
2025-06-22,8.72,20.0,0.0,20.0,2.93,16.85,9.79,74.75
2025-06-29,10.82,4.97,0.0,4.97,3.5,19.41,9.43,67.93
2025-07-06,8.63,31.17,0.0,31.17,4.74,15.43,9.8,81.45
2025-07-13,14.89,3.29,0.0,3.29,6.85,22.08,7.88,76.23
2025-07-20,15.25,19.41,0.0,19.41,9.98,23.8,7.32,79.81
2025-07-27,15.54,9.67,0.0,9.67,10.79,21.77,7.91,80.89
2025-08-03,18.19,6.58,0.0,6.58,12.2,26.4,7.96,73.24
2025-08-10,15.88,16.64,0.0,16.64,9.73,22.09,8.4,80.45
2025-08-17,12.81,0.72,0.0,0.72,7.41,20.5,9.97,73.91
2025-08-24,14.87,21.88,0.0,21.88,7.92,24.2,9.89,69.99
2025-08-31,14.38,9.77,0.0,9.77,9.29,26.11,8.99,75.9
2025-09-07,14.2,38.86,0.0,38.86,9.16,24.52,7.61,79.08
2025-09-14,10.15,22.89,0.0,22.89,4.88,16.92,8.99,81.39
2025-09-21,7.82,84.17,0.0,84.17,2.06,16.12,11.28,78.82
2025-09-28,7.38,5.71,0.0,5.71,0.34,15.93,7.97,75.55
2025-10-05,8.62,15.6,0.0,15.6,3.71,20.09,8.54,73.97
2025-10-12,7.64,34.79,0.0,34.79,0.56,18.83,9.07,72.79
2025-10-19,4.27,19.7,19.12,0.58,-1.29,11.76,8.16,77.48
2025-10-26,4.8,37.82,0.0,37.82,-1.8,12.37,10.38,77.36
2025-11-02,3.59,23.74,0.11,23.62,-2.34,12.69,11.62,70.39
2025-11-09,4.39,0.0,0.0,0.0,-2.14,12.73,9.85,60.53
2025-11-16,4.11,4.79,0.0,4.79,-0.4,11.71,8.8,69.62
2025-11-23,3.43,0.0,0.0,0.0,-0.8,10.73,11.91,50.74
2025-11-30,2.4,0.06,0.0,0.06,-1.93,10.71,10.64,49.62
2025-12-07,-0.22,17.3,15.11,2.19,-4.98,6.0,11.75,69.66
2025-12-14,-1.25,57.9,57.35,0.55,-8.41,6.1,9.12,84.32
2025-12-21,-5.15,11.7,11.7,0.0,-9.55,2.22,8.31,70.33
2025-12-28,-4.63,42.32,42.32,0.0,-11.86,2.18,8.43,77.42
2026-01-04,-8.22,47.58,47.58,0.0,-11.87,-3.38,13.67,74.73
