time,Elevit Yaylası - Rize_temp,Elevit Yaylası - Rize_prcp,Elevit Yaylası - Rize_snow,Elevit Yaylası - Rize_rain,Elevit Yaylası - Rize_tmin,Elevit Yaylası - Rize_tmax,Elevit Yaylası - Rize_wspd,Elevit Yaylası - Rize_rhum
2022-02-06,-8.36,1.77,1.77,0.0,-13.11,-5.37,9.36,70.99
2022-02-07,-5.85,3.13,3.13,0.0,-11.21,-2.78,8.55,73.63
2022-02-08,-2.84,0.0,0.0,0.0,-9.19,1.04,14.77,53.06
2022-02-09,-1.48,2.13,2.13,0.0,-5.21,3.46,12.34,67.91
2022-02-10,-7.28,19.7,19.7,0.0,-8.32,-5.77,8.13,93.58
2022-02-11,-6.36,2.87,2.87,0.0,-9.81,-3.39,5.46,79.1
2022-02-12,-5.05,0.0,0.0,0.0,-10.16,1.4,7.6,55.69
2022-02-13,-5.61,1.43,1.43,0.0,-9.44,-2.87,7.73,74.1
2022-02-14,-5.3,0.33,0.33,0.0,-9.11,-2.03,7.39,78.0
2022-02-15,-5.31,1.06,1.06,0.0,-7.35,-2.52,4.77,86.34
2022-02-16,-5.74,0.0,0.0,0.0,-7.89,-2.89,4.94,83.83
2022-02-17,-5.99,0.0,0.0,0.0,-10.8,-1.77,6.13,70.31
2022-02-18,-3.6,0.0,0.0,0.0,-9.62,0.55,7.32,57.59
2022-02-19,-4.77,2.42,2.42,0.0,-7.95,-2.11,7.08,73.64
2022-02-20,-3.9,2.81,2.81,0.0,-8.94,-0.18,5.28,77.77
2022-02-21,-3.35,0.54,0.54,0.0,-7.71,1.22,6.64,62.63
2022-02-22,-0.16,0.0,0.0,0.0,-6.47,5.31,10.42,64.23
2022-02-23,1.46,0.0,0.0,0.0,-3.45,6.85,9.78,58.57
2022-02-24,0.44,0.0,0.0,0.0,-5.09,8.25,10.62,62.11
2022-02-25,-1.44,1.19,1.19,0.0,-2.71,2.64,9.68,76.96
2022-02-26,-4.2,12.66,12.66,0.0,-5.21,-2.56,8.49,92.08
2022-02-27,-3.85,10.53,10.53,0.0,-7.1,-0.53,5.19,84.96
2022-02-28,-1.51,0.0,0.0,0.0,-7.19,2.16,5.11,75.31
2022-03-01,-3.6,3.87,3.87,0.0,-5.52,-0.71,9.2,82.16
2022-03-02,-2.39,5.14,5.14,0.0,-6.84,-0.72,5.71,84.29
2022-03-03,-4.23,8.29,8.29,0.0,-7.99,4.07,10.02,86.49
2022-03-04,-7.54,35.88,35.88,0.0,-9.67,-5.1,12.51,85.25
2022-03-05,-5.65,1.11,1.11,0.0,-10.55,-2.94,7.68,70.44
2022-03-06,-6.32,0.51,0.51,0.0,-10.5,-4.73,7.58,73.42
2022-03-07,-3.99,0.3,0.3,0.0,-10.66,-0.14,7.72,62.84
2022-03-08,-5.28,5.82,5.82,0.0,-7.1,-3.46,10.35,77.35
2022-03-09,-6.99,12.84,12.84,0.0,-8.35,-5.08,7.44,89.08
2022-03-10,-8.47,15.43,15.43,0.0,-10.42,-6.28,5.58,89.05
2022-03-11,-10.42,12.2,12.2,0.0,-11.23,-9.0,10.26,88.39
2022-03-12,-11.1,23.0,23.0,0.0,-12.84,-8.86,9.19,83.6
2022-03-13,-10.66,9.9,9.9,0.0,-13.02,-8.23,8.46,80.34
2022-03-14,-10.47,14.66,14.66,0.0,-12.92,-8.14,7.58,84.96
2022-03-15,-11.15,22.98,22.98,0.0,-13.16,-9.69,10.0,86.69
2022-03-16,-9.91,10.05,10.05,0.0,-12.61,-8.38,9.01,80.35
2022-03-17,-10.18,22.33,22.33,0.0,-11.87,-8.44,4.89,89.33
2022-03-18,-11.56,12.21,12.21,0.0,-13.0,-9.44,5.88,90.17
2022-03-19,-12.01,13.09,13.09,0.0,-13.46,-10.47,8.05,85.97
2022-03-20,-9.0,9.04,9.04,0.0,-12.75,-6.7,6.82,82.06
2022-03-21,-7.64,0.15,0.15,0.0,-12.23,-4.77,7.28,82.54
2022-03-22,-6.96,2.08,2.08,0.0,-10.29,-4.63,5.16,81.78
2022-03-23,-5.34,0.31,0.31,0.0,-10.29,-2.6,8.12,79.52
2022-03-24,-6.44,4.0,4.0,0.0,-9.41,-5.35,5.47,87.73
2022-03-25,-5.46,0.21,0.21,0.0,-8.81,-2.95,5.7,83.84
2022-03-26,-6.16,0.98,0.98,0.0,-9.01,-3.75,7.44,80.22
2022-03-27,-5.32,0.04,0.04,0.0,-10.16,-2.42,6.33,72.42
2022-03-28,-6.27,8.03,8.03,0.0,-9.37,-3.62,10.85,79.34
2022-03-29,-0.5,0.0,0.0,0.0,-9.91,5.31,9.97,62.29
2022-03-30,1.92,0.0,0.0,0.0,-3.44,6.87,8.67,57.17
2022-03-31,3.42,0.0,0.0,0.0,-4.41,8.22,9.63,56.43
2022-04-01,5.76,0.0,0.0,0.0,-0.3,11.07,13.32,49.79
2022-04-02,9.44,0.0,0.0,0.0,0.15,16.4,14.03,46.04
2022-04-03,3.32,0.0,0.0,0.0,-1.02,7.17,7.89,64.01
2022-04-04,0.38,0.4,0.4,0.0,-2.46,3.62,8.56,70.92
2022-04-05,-2.19,0.14,0.14,0.0,-5.04,0.88,11.56,73.72
2022-04-06,-0.71,1.16,1.16,0.0,-3.7,2.54,6.45,83.82
2022-04-07,-1.77,0.0,0.0,0.0,-4.39,0.95,4.63,84.35
2022-04-08,1.57,7.41,7.41,0.0,-3.42,5.83,10.65,73.2
2022-04-09,0.73,17.27,17.27,0.0,-3.02,3.74,6.77,80.96
2022-04-10,6.48,0.0,0.0,0.0,-2.5,12.2,9.63,54.5
2022-04-11,8.98,0.75,0.0,0.75,0.97,14.53,12.74,51.48
2022-04-12,-3.59,27.21,27.21,0.0,-5.75,0.38,12.09,88.48
2022-04-13,-6.02,11.31,11.31,0.0,-8.8,-3.39,9.14,80.02
2022-04-14,-2.85,1.06,1.06,0.0,-10.31,0.36,9.36,62.3
2022-04-15,-2.29,0.09,0.09,0.0,-5.88,0.04,5.13,73.78
2022-04-16,-0.69,0.0,0.0,0.0,-7.49,2.17,5.87,80.28
2022-04-17,3.92,0.0,0.0,0.0,-5.04,8.72,7.05,65.3
2022-04-18,10.48,0.0,0.0,0.0,1.49,16.21,16.13,41.32
2022-04-19,2.07,0.23,0.0,0.23,-1.32,9.05,8.33,78.75
2022-04-20,-2.87,9.56,9.56,0.0,-4.48,-1.05,7.99,89.36
2022-04-21,0.0,0.07,0.07,0.0,-5.33,3.4,6.31,83.47
2022-04-22,0.44,0.24,0.24,0.0,-4.57,2.92,5.69,82.21
2022-04-23,2.03,0.0,0.0,0.0,-4.22,5.75,4.85,72.9
2022-04-24,5.17,0.0,0.0,0.0,-1.57,11.11,7.1,64.57
2022-04-25,4.81,0.0,0.0,0.0,-2.42,8.88,5.04,68.37
2022-04-26,5.65,0.0,0.0,0.0,0.37,9.95,7.44,66.07
2022-04-27,2.69,0.0,0.0,0.0,-2.33,5.21,5.3,74.54
2022-04-28,2.31,0.0,0.0,0.0,-1.98,4.54,6.1,77.49
2022-04-29,1.86,0.0,0.0,0.0,-0.88,4.05,5.09,83.27
2022-04-30,1.06,0.15,0.15,0.0,-2.09,3.19,4.93,84.57
2022-05-01,-0.8,1.62,1.62,0.0,-2.19,0.47,5.76,91.21
2022-05-02,0.21,23.12,23.12,0.0,-1.05,2.22,6.19,91.02
2022-05-03,1.24,0.23,0.23,0.0,-4.38,3.5,5.92,85.32
2022-05-04,1.75,4.11,4.11,0.0,-0.57,5.12,7.41,87.47
2022-05-05,-1.0,23.24,23.24,0.0,-2.25,0.34,8.6,91.91
2022-05-06,-0.32,4.13,4.13,0.0,-3.52,1.94,4.94,85.64
2022-05-07,-1.0,11.78,11.78,0.0,-2.75,0.51,7.4,90.1
2022-05-08,-0.46,2.3,2.3,0.0,-3.43,1.65,5.7,85.38
2022-05-09,-0.45,0.26,0.26,0.0,-3.0,1.54,5.63,86.3
2022-05-10,0.54,0.07,0.07,0.0,-2.75,2.69,5.43,82.72
2022-05-11,2.21,0.0,0.0,0.0,-4.32,4.7,7.66,77.24
2022-05-12,1.78,0.0,0.0,0.0,-2.94,4.67,6.48,80.25
2022-05-13,3.56,0.0,0.0,0.0,-4.51,6.94,7.41,71.44
2022-05-14,7.43,0.0,0.0,0.0,-2.07,11.45,6.3,66.51
2022-05-15,6.62,0.0,0.0,0.0,0.75,9.94,6.8,66.58
2022-05-16,3.52,0.79,0.0,0.79,-0.27,5.71,6.44,73.81
2022-05-17,4.75,0.0,0.0,0.0,-2.26,7.17,8.15,66.77
2022-05-18,6.9,0.0,0.0,0.0,-1.62,9.76,7.32,62.05
2022-05-19,1.41,9.64,9.64,0.0,-1.89,4.76,13.25,82.74
2022-05-20,0.24,19.09,19.09,0.0,-3.69,2.73,7.61,81.61
2022-05-21,4.42,0.04,0.0,0.04,-3.63,7.43,8.45,69.85
2022-05-22,7.64,0.0,0.0,0.0,-0.65,10.66,7.14,66.46
2022-05-23,2.97,4.6,0.0,4.6,0.72,5.58,8.15,84.11
2022-05-24,0.98,13.84,13.84,0.0,-1.62,3.64,7.1,84.52
2022-05-25,3.78,2.23,0.0,2.23,-2.55,6.13,6.85,78.6
2022-05-26,5.09,0.0,0.0,0.0,-2.31,7.37,7.02,71.33
2022-05-27,6.31,0.0,0.0,0.0,-0.86,9.07,6.58,64.73
2022-05-28,7.57,0.0,0.0,0.0,0.91,9.8,6.44,77.64
2022-05-29,9.0,0.0,0.0,0.0,3.18,11.64,5.1,76.73
2022-05-30,10.56,0.0,0.0,0.0,2.97,13.7,5.05,72.18
2022-05-31,10.67,0.0,0.0,0.0,4.57,15.51,6.12,71.2
2022-06-01,9.31,0.0,0.0,0.0,4.59,11.46,5.86,80.07
2022-06-02,9.34,0.24,0.0,0.24,5.58,11.74,4.7,76.32
2022-06-03,11.36,0.0,0.0,0.0,7.09,15.25,6.71,69.83
2022-06-04,10.93,0.6,0.0,0.6,7.41,14.65,7.66,76.98
2022-06-05,9.99,1.56,0.0,1.56,4.9,12.78,6.01,77.69
2022-06-06,8.52,1.12,0.0,1.12,5.74,10.7,6.7,86.0
2022-06-07,8.9,2.08,0.0,2.08,6.11,11.28,6.02,88.35
2022-06-08,9.33,3.21,0.0,3.21,5.88,11.97,5.03,84.18
2022-06-09,10.22,5.51,0.0,5.51,7.32,13.69,6.21,86.41
2022-06-10,11.16,0.15,0.0,0.15,5.2,13.87,5.86,81.71
2022-06-11,11.88,0.0,0.0,0.0,6.23,14.34,6.18,78.93
2022-06-12,12.17,2.48,0.0,2.48,7.32,17.56,10.23,73.86
2022-06-13,8.84,5.95,0.0,5.95,5.83,11.53,8.35,81.11
2022-06-14,9.9,8.76,0.0,8.76,5.67,12.77,5.92,83.17
2022-06-15,9.36,3.24,0.0,3.24,6.28,12.48,5.17,83.57
2022-06-16,10.09,0.98,0.0,0.98,4.91,12.6,7.72,80.6
2022-06-17,9.06,1.08,0.0,1.08,5.45,11.73,5.75,86.49
2022-06-18,9.53,3.25,0.0,3.25,5.13,11.41,4.91,85.0
2022-06-19,8.87,0.39,0.0,0.39,6.44,10.76,5.85,84.08
2022-06-20,10.66,0.04,0.0,0.04,6.2,13.1,6.08,81.67
2022-06-21,10.05,2.58,0.0,2.58,5.91,13.34,6.88,82.95
2022-06-22,7.77,23.42,0.0,23.42,4.66,10.44,8.98,86.17
2022-06-23,8.15,12.36,0.0,12.36,4.82,10.69,7.49,76.72
2022-06-24,7.95,1.25,0.0,1.25,1.87,12.26,10.26,70.53
2022-06-25,6.78,4.34,0.0,4.34,3.27,9.47,5.68,84.73
2022-06-26,5.49,20.39,0.0,20.39,5.31,7.1,6.05,90.61
2022-06-27,6.84,13.78,0.0,13.78,3.01,9.45,5.23,85.02
2022-06-28,9.47,1.96,0.0,1.96,3.25,13.32,6.32,83.33
2022-06-29,9.89,0.04,0.0,0.04,4.94,13.83,5.41,87.67
2022-06-30,10.08,0.24,0.0,0.24,6.72,13.25,4.77,87.75
2022-07-01,9.81,3.74,0.0,3.74,7.05,13.16,5.14,89.3
2022-07-02,10.29,10.31,0.0,10.31,6.77,13.72,9.68,84.13
2022-07-03,9.94,1.92,0.0,1.92,4.46,12.9,9.95,71.54
2022-07-04,9.93,0.0,0.0,0.0,3.5,13.13,7.24,72.58
2022-07-05,10.46,0.0,0.0,0.0,4.93,13.61,6.41,78.62
2022-07-06,11.86,0.02,0.0,0.02,6.43,15.54,6.28,79.6
2022-07-07,12.59,0.29,0.0,0.29,6.92,16.71,7.22,80.6
2022-07-08,12.09,0.39,0.0,0.39,7.52,15.72,5.83,80.88
2022-07-09,13.2,0.83,0.0,0.83,6.83,16.51,7.33,77.41
2022-07-10,12.11,0.68,0.0,0.68,8.04,17.52,7.65,77.91
2022-07-11,9.26,6.97,0.0,6.97,7.98,12.12,7.98,89.54
2022-07-12,8.43,3.25,0.0,3.25,6.92,11.96,7.13,88.55
2022-07-13,9.21,4.84,0.0,4.84,6.64,12.2,6.58,87.88
2022-07-14,8.29,1.07,0.0,1.07,6.61,11.78,8.28,84.91
2022-07-15,10.23,0.07,0.0,0.07,5.99,13.94,6.27,81.41
2022-07-16,9.13,1.93,0.0,1.93,6.64,12.32,7.23,86.06
2022-07-17,11.39,0.28,0.0,0.28,7.57,14.91,6.1,79.32
2022-07-18,11.91,1.09,0.0,1.09,8.46,15.52,8.01,87.09
2022-07-19,10.17,8.79,0.0,8.79,7.89,11.88,10.12,84.5
2022-07-20,9.09,0.58,0.0,0.58,5.34,12.67,8.9,77.88
2022-07-21,7.42,2.86,0.0,2.86,6.35,12.18,8.64,84.22
2022-07-22,9.25,7.03,0.0,7.03,5.53,12.46,8.14,80.71
2022-07-23,10.64,0.5,0.0,0.5,4.65,13.61,7.51,72.72
2022-07-24,9.22,3.44,0.0,3.44,4.53,13.2,8.2,75.3
2022-07-25,10.9,2.4,0.0,2.4,3.78,14.38,7.23,77.25
2022-07-26,10.97,0.0,0.0,0.0,5.16,14.52,6.06,78.89
2022-07-27,11.66,0.0,0.0,0.0,6.22,14.9,5.88,77.47
2022-07-28,11.99,0.0,0.0,0.0,5.14,15.53,6.86,78.33
2022-07-29,12.35,0.0,0.0,0.0,6.48,15.99,6.8,79.74
2022-07-30,12.61,0.02,0.0,0.02,7.64,16.28,6.27,82.38
2022-07-31,13.47,1.09,0.0,1.09,9.11,17.26,6.14,83.38
2022-08-01,14.1,0.9,0.0,0.9,9.33,17.34,6.73,81.66
2022-08-02,14.18,0.0,0.0,0.0,8.08,17.8,6.72,81.45
2022-08-03,14.57,0.0,0.0,0.0,9.4,17.58,6.13,84.02
2022-08-04,14.34,5.04,0.0,5.04,9.15,17.6,6.17,82.75
2022-08-05,13.58,0.32,0.0,0.32,10.37,16.01,5.35,83.89
2022-08-06,14.37,2.8,0.0,2.8,8.27,16.92,6.77,81.87
2022-08-07,13.88,0.33,0.0,0.33,8.12,16.86,6.1,79.89
2022-08-08,12.25,1.73,0.0,1.73,8.24,14.87,6.53,81.28
2022-08-09,13.07,0.77,0.0,0.77,9.01,16.78,6.48,81.05
2022-08-10,13.05,4.36,0.0,4.36,10.06,16.46,8.25,82.33
2022-08-11,12.46,1.74,0.0,1.74,10.55,14.1,6.91,82.78
2022-08-12,11.96,9.08,0.0,9.08,9.02,13.95,7.16,83.41
2022-08-13,12.43,2.53,0.0,2.53,9.66,14.46,6.3,85.64
2022-08-14,12.97,3.37,0.0,3.37,10.23,14.74,5.76,86.94
2022-08-15,13.64,0.25,0.0,0.25,10.21,17.2,5.84,82.04
2022-08-16,13.57,5.3,0.0,5.3,10.61,16.21,6.87,86.19
2022-08-17,13.0,14.95,0.0,14.95,10.7,15.38,6.91,90.46
2022-08-18,12.52,12.06,0.0,12.06,10.73,14.0,6.84,89.86
2022-08-19,11.78,3.29,0.0,3.29,9.92,13.97,6.99,87.0
2022-08-20,11.79,5.59,0.0,5.59,8.69,14.26,7.7,86.53
2022-08-21,12.94,0.39,0.0,0.39,9.02,15.83,7.29,77.96
2022-08-22,14.39,0.3,0.0,0.3,10.48,18.6,6.37,73.4
2022-08-23,14.01,0.0,0.0,0.0,9.71,17.15,6.25,72.67
2022-08-24,15.18,0.0,0.0,0.0,10.52,19.2,6.29,74.45
2022-08-25,15.1,0.0,0.0,0.0,10.57,19.28,7.01,72.89
2022-08-26,14.43,0.15,0.0,0.15,10.56,17.65,6.88,76.48
2022-08-27,13.83,0.12,0.0,0.12,10.79,16.55,6.64,80.93
2022-08-28,14.03,0.77,0.0,0.77,10.68,16.34,6.5,82.75
2022-08-29,13.87,2.03,0.0,2.03,10.65,16.57,5.65,85.39
2022-08-30,14.31,0.0,0.0,0.0,9.59,17.51,6.96,79.46
2022-08-31,14.18,0.0,0.0,0.0,9.12,18.15,6.13,71.45
2022-09-01,14.58,0.19,0.0,0.19,9.07,18.43,6.94,68.89
2022-09-02,15.03,0.0,0.0,0.0,10.74,19.5,6.38,74.87
2022-09-03,16.03,0.05,0.0,0.05,10.82,20.75,7.75,70.56
2022-09-04,12.19,53.52,0.0,53.52,9.87,14.47,9.11,88.71
2022-09-05,8.68,77.34,0.0,77.34,7.12,10.94,9.22,92.66
2022-09-06,6.05,48.22,0.0,48.22,4.54,7.46,10.17,86.52
2022-09-07,6.38,14.62,0.0,14.62,3.25,9.84,7.62,77.34
2022-09-08,7.74,0.0,0.0,0.0,3.57,11.09,7.62,75.47
2022-09-09,8.97,0.0,0.0,0.0,1.75,12.31,8.72,73.56
2022-09-10,9.64,0.0,0.0,0.0,2.03,13.49,8.55,70.66
2022-09-11,12.06,0.0,0.0,0.0,3.16,15.55,7.24,67.88
2022-09-12,13.42,0.0,0.0,0.0,6.05,17.23,8.18,67.66
2022-09-13,8.89,13.05,0.0,13.05,6.97,12.15,7.38,88.81
2022-09-14,5.67,37.95,0.0,37.95,3.88,8.65,8.49,87.55
2022-09-15,7.63,0.68,0.0,0.68,1.8,11.88,8.57,76.31
2022-09-16,11.2,0.0,0.0,0.0,4.06,16.75,9.62,59.83
2022-09-17,13.1,0.0,0.0,0.0,6.93,17.95,9.56,62.35
2022-09-18,16.1,0.0,0.0,0.0,8.97,22.66,10.11,54.64
2022-09-19,10.12,11.47,0.0,11.47,8.07,13.21,8.76,84.49
2022-09-20,9.51,2.36,0.0,2.36,6.78,12.44,5.96,84.77
2022-09-21,7.93,21.54,0.0,21.54,5.83,9.96,10.09,89.75
2022-09-22,8.21,24.27,0.0,24.27,4.66,10.88,7.09,85.39
2022-09-23,5.8,20.48,0.0,20.48,3.84,8.79,8.47,87.18
2022-09-24,3.51,17.45,0.0,17.45,2.09,6.85,9.87,87.1
2022-09-25,5.34,13.94,0.0,13.94,-0.67,8.39,7.96,77.27
2022-09-26,7.72,0.0,0.0,0.0,-0.31,12.23,8.24,68.75
2022-09-27,10.09,0.0,0.0,0.0,1.3,15.67,7.95,62.38
2022-09-28,9.76,0.0,0.0,0.0,4.01,15.14,9.1,59.66
2022-09-29,8.63,0.0,0.0,0.0,3.67,12.3,7.12,69.05
2022-09-30,9.25,0.0,0.0,0.0,4.04,13.32,6.51,71.82
2022-10-01,8.71,0.0,0.0,0.0,3.66,12.89,7.0,67.77
2022-10-02,9.88,0.0,0.0,0.0,3.53,15.24,8.17,65.08
2022-10-03,6.74,26.49,0.0,26.49,5.02,9.96,7.98,88.3
2022-10-04,6.47,2.39,0.0,2.39,3.64,8.76,6.5,86.33
2022-10-05,5.41,7.8,0.0,7.8,4.22,7.48,6.96,91.77
2022-10-06,5.27,13.0,0.0,13.0,3.43,7.48,6.47,90.96
2022-10-07,6.73,4.2,0.0,4.2,3.22,8.52,5.39,87.39
2022-10-08,7.42,0.13,0.0,0.13,4.41,9.38,6.17,80.77
2022-10-09,7.44,18.51,0.0,18.51,4.58,11.81,8.74,85.36
2022-10-10,4.83,22.27,0.0,22.27,2.21,7.5,9.01,83.38
2022-10-11,4.95,6.96,0.0,6.96,2.25,7.34,6.85,87.11
2022-10-12,4.71,0.0,0.0,0.0,-0.98,7.94,7.68,80.86
2022-10-13,4.73,0.53,0.0,0.53,0.53,7.47,6.53,83.73
2022-10-14,4.58,0.15,0.0,0.15,-0.14,7.97,7.66,82.5
2022-10-15,4.32,2.2,0.0,2.2,0.39,6.69,5.79,85.33
2022-10-16,6.58,0.48,0.0,0.48,2.32,9.49,5.62,83.67
2022-10-17,5.67,0.77,0.0,0.77,3.51,7.31,6.53,86.6
2022-10-18,6.02,11.06,0.0,11.06,3.14,9.47,5.28,89.1
2022-10-19,6.67,0.24,0.0,0.24,2.22,9.55,5.54,81.93
2022-10-20,4.73,42.25,0.0,42.25,2.09,7.42,8.41,89.85
2022-10-21,-0.22,64.74,64.74,0.0,-1.31,1.36,8.96,89.25
2022-10-22,0.81,6.78,6.78,0.0,-4.54,4.41,8.04,77.34
2022-10-23,2.64,0.0,0.0,0.0,-3.67,6.8,7.8,72.15
2022-10-24,2.53,14.92,0.0,14.92,-0.87,5.27,8.46,80.0
2022-10-25,2.96,4.64,0.0,4.64,-0.79,6.49,6.16,80.88
2022-10-26,3.67,0.0,0.0,0.0,-2.0,7.85,8.2,65.08
2022-10-27,2.7,9.39,0.0,9.39,-1.21,5.09,8.66,81.16
2022-10-28,1.24,10.97,10.97,0.0,-0.32,3.78,7.53,89.85
2022-10-29,1.53,13.95,13.95,0.0,-1.78,4.49,6.27,84.49
2022-10-30,1.55,0.0,0.0,0.0,-3.31,5.82,8.19,79.6
2022-10-31,2.51,1.29,0.0,1.29,-3.99,5.68,8.36,69.57
2022-11-01,-1.06,21.89,21.89,0.0,-2.5,0.09,9.8,88.7
2022-11-02,0.48,26.04,26.04,0.0,-4.36,3.43,6.29,77.8
2022-11-03,1.12,4.65,4.65,0.0,-2.82,3.15,8.91,69.54
2022-11-04,0.77,18.94,18.94,0.0,-2.42,3.84,9.16,83.85
2022-11-05,2.04,0.5,0.0,0.5,-2.22,5.4,6.54,78.99
2022-11-06,2.62,0.15,0.0,0.15,-1.99,5.44,4.61,79.94
2022-11-07,1.6,0.0,0.0,0.0,-2.77,6.07,6.79,72.83
2022-11-08,2.04,1.28,0.0,1.28,-1.08,5.7,6.46,79.25
2022-11-09,0.56,19.08,19.08,0.0,-1.1,2.18,6.4,91.74
2022-11-10,0.26,2.34,2.34,0.0,-1.37,1.71,3.59,91.9
2022-11-11,1.57,0.8,0.8,0.0,-0.94,4.77,4.82,86.35
2022-11-12,1.42,0.63,0.63,0.0,-2.41,5.25,6.89,83.56
2022-11-13,0.99,0.07,0.07,0.0,-3.3,4.01,6.23,82.44
2022-11-14,0.67,2.19,2.19,0.0,-1.21,2.51,6.27,89.84
2022-11-15,0.41,2.24,2.24,0.0,-3.86,4.0,6.16,84.89
2022-11-16,1.01,0.0,0.0,0.0,-4.67,5.19,8.29,68.91
2022-11-17,2.56,1.22,0.0,1.22,-1.52,6.93,9.37,66.38
2022-11-18,2.74,0.0,0.0,0.0,-1.6,5.51,14.31,55.86
2022-11-19,4.21,0.15,0.0,0.15,-0.67,9.37,13.81,58.55
2022-11-20,4.34,0.0,0.0,0.0,0.5,9.84,10.29,60.61
2022-11-21,3.69,0.0,0.0,0.0,0.19,7.76,10.82,58.34
2022-11-22,3.27,0.0,0.0,0.0,0.76,6.53,9.94,52.36
2022-11-23,2.09,0.0,0.0,0.0,-2.6,6.39,7.48,64.82
2022-11-24,3.7,0.0,0.0,0.0,-0.62,8.24,8.93,53.76
2022-11-25,3.86,0.15,0.0,0.15,1.05,7.17,6.82,62.02
2022-11-26,0.65,11.22,11.22,0.0,-1.29,2.8,11.22,83.17
2022-11-27,-1.29,18.04,18.04,0.0,-4.03,0.84,6.83,86.84
2022-11-28,-1.61,0.97,0.97,0.0,-5.89,1.92,7.99,77.29
2022-11-29,-0.72,0.0,0.0,0.0,-6.04,2.77,5.71,67.82
2022-11-30,0.31,0.0,0.0,0.0,-2.69,2.74,6.36,69.07
2022-12-01,0.68,0.0,0.0,0.0,-3.19,4.41,4.69,79.07
2022-12-02,0.92,1.65,1.65,0.0,-2.44,5.06,7.95,70.19
2022-12-03,-2.18,10.58,10.58,0.0,-3.09,-0.53,5.73,88.43
2022-12-04,-2.17,9.25,9.25,0.0,-3.41,-1.09,5.82,90.23
2022-12-05,-2.39,2.89,2.89,0.0,-4.12,-0.47,4.77,87.55
2022-12-06,-3.0,1.91,1.91,0.0,-5.69,0.39,5.72,82.21
2022-12-07,-3.3,0.0,0.0,0.0,-6.33,0.65,6.16,72.8
