time,Ayder yaylası - Rize_temp,Ayder yaylası - Rize_prcp,Ayder yaylası - Rize_snow,Ayder yaylası - Rize_rain,Ayder yaylası - Rize_tmin,Ayder yaylası - Rize_tmax,Ayder yaylası - Rize_wspd,Ayder yaylası - Rize_rhum
2022-07-03,13.91,2.07,0.0,2.07,8.47,17.01,9.96,71.45
2022-07-04,13.94,0.0,0.0,0.0,7.47,17.29,7.35,72.63
2022-07-05,14.52,0.0,0.0,0.0,8.96,17.88,6.51,78.81
2022-07-06,15.97,0.02,0.0,0.02,10.39,19.9,6.42,79.2
2022-07-07,16.71,0.26,0.0,0.26,10.97,21.1,7.4,79.74
2022-07-08,16.13,0.34,0.0,0.34,11.66,19.94,5.97,80.96
2022-07-09,17.29,0.93,0.0,0.93,10.96,20.77,7.39,77.34
2022-07-10,16.34,0.64,0.0,0.64,12.12,22.1,7.79,77.64
2022-07-11,13.38,7.61,0.0,7.61,12.06,16.43,8.07,89.45
2022-07-12,12.63,3.4,0.0,3.4,11.06,16.33,7.24,88.25
2022-07-13,13.25,4.82,0.0,4.82,10.79,16.46,6.71,87.73
2022-07-14,12.32,1.17,0.0,1.17,10.65,16.02,8.48,84.87
2022-07-15,14.27,0.07,0.0,0.07,10.03,18.25,6.45,81.34
2022-07-16,13.21,2.12,0.0,2.12,10.65,16.6,7.37,86.06
2022-07-17,15.45,0.31,0.0,0.31,11.56,19.12,6.24,79.44
2022-07-18,16.01,1.16,0.0,1.16,12.52,19.63,8.11,86.44
2022-07-19,14.38,8.38,0.0,8.38,12.14,16.13,10.0,84.53
2022-07-20,13.01,0.61,0.0,0.61,9.28,16.79,9.05,78.19
2022-07-21,11.53,3.13,0.0,3.13,10.34,16.28,8.83,84.01
2022-07-22,13.19,6.64,0.0,6.64,9.65,16.53,8.33,80.97
2022-07-23,14.66,0.55,0.0,0.55,8.69,17.72,7.74,72.54
2022-07-24,13.26,3.58,0.0,3.58,8.52,17.31,8.43,74.87
2022-07-25,14.93,2.21,0.0,2.21,7.88,18.49,7.39,77.15
2022-07-26,15.0,0.0,0.0,0.0,9.24,18.62,6.21,78.76
2022-07-27,15.68,0.0,0.0,0.0,10.31,19.01,5.98,77.39
2022-07-28,16.06,0.0,0.0,0.0,9.16,19.78,7.03,78.01
2022-07-29,16.39,0.0,0.0,0.0,10.42,20.22,6.94,79.58
2022-07-30,16.65,0.02,0.0,0.02,11.72,20.55,6.34,82.19
2022-07-31,17.53,1.11,0.0,1.11,13.16,21.5,6.17,83.19
2022-08-01,18.11,0.98,0.0,0.98,13.38,21.53,6.83,81.49
2022-08-02,18.25,0.0,0.0,0.0,12.13,21.96,6.91,81.29
2022-08-03,18.6,0.0,0.0,0.0,13.38,21.72,6.29,83.57
2022-08-04,18.38,4.46,0.0,4.46,13.18,21.68,6.36,82.39
2022-08-05,17.61,0.36,0.0,0.36,14.38,20.11,5.45,83.76
2022-08-06,18.43,2.49,0.0,2.49,12.26,21.02,6.98,81.43
2022-08-07,17.88,0.36,0.0,0.36,12.15,20.9,6.25,79.53
2022-08-08,16.5,1.6,0.0,1.6,12.24,19.23,6.72,80.76
2022-08-09,17.32,0.69,0.0,0.69,13.0,21.29,6.61,80.72
2022-08-10,17.33,4.1,0.0,4.1,14.12,21.04,8.29,81.78
2022-08-11,16.6,1.78,0.0,1.78,14.62,18.28,7.07,83.06
2022-08-12,16.09,9.99,0.0,9.99,12.99,18.17,7.34,83.34
2022-08-13,16.66,2.35,0.0,2.35,13.71,18.77,6.47,85.15
2022-08-14,17.22,3.11,0.0,3.11,14.29,19.12,5.95,86.48
2022-08-15,17.92,0.25,0.0,0.25,14.34,21.69,5.99,81.45
2022-08-16,17.84,4.69,0.0,4.69,14.72,20.61,6.92,85.87
2022-08-17,17.25,13.35,0.0,13.35,14.77,19.78,7.09,89.82
2022-08-18,16.76,11.15,0.0,11.15,14.82,18.36,6.95,89.39
2022-08-19,15.98,2.96,0.0,2.96,13.99,18.31,7.12,86.77
2022-08-20,15.99,5.1,0.0,5.1,12.64,18.64,7.85,86.15
2022-08-21,17.26,0.43,0.0,0.43,13.06,20.32,7.39,77.13
2022-08-22,18.83,0.33,0.0,0.33,14.71,23.25,6.47,71.91
2022-08-23,18.35,0.0,0.0,0.0,13.81,21.56,6.42,71.33
2022-08-24,19.63,0.0,0.0,0.0,14.66,23.85,6.46,73.09
2022-08-25,19.57,0.0,0.0,0.0,14.76,23.96,7.0,71.34
2022-08-26,18.77,0.13,0.0,0.13,14.68,22.17,6.96,75.47
2022-08-27,18.1,0.11,0.0,0.11,14.92,20.91,6.69,80.45
2022-08-28,18.33,0.69,0.0,0.69,14.81,20.69,6.62,82.39
2022-08-29,18.17,1.8,0.0,1.8,14.74,21.01,5.76,85.0
2022-08-30,18.66,0.0,0.0,0.0,13.68,21.96,7.08,78.59
2022-08-31,18.57,0.0,0.0,0.0,13.31,22.66,6.25,70.32
2022-09-01,19.03,0.17,0.0,0.17,13.18,22.99,7.04,67.11
2022-09-02,19.44,0.0,0.0,0.0,14.86,24.03,6.41,73.23
2022-09-03,20.55,0.04,0.0,0.04,15.01,25.42,7.8,68.4
2022-09-04,16.48,50.93,0.0,50.93,14.05,18.92,8.96,88.21
2022-09-05,12.93,70.36,0.0,70.36,11.29,15.22,9.18,92.49
2022-09-06,10.26,43.69,0.0,43.69,8.67,11.74,10.14,86.57
2022-09-07,10.43,13.47,0.0,13.47,7.34,13.88,7.68,77.28
2022-09-08,11.74,0.0,0.0,0.0,7.61,15.17,7.73,75.32
2022-09-09,12.94,0.0,0.0,0.0,5.81,16.35,8.87,73.75
2022-09-10,13.68,0.0,0.0,0.0,6.03,17.62,8.75,69.96
2022-09-11,16.23,0.0,0.0,0.0,7.29,19.82,7.51,66.73
2022-09-12,17.6,0.0,0.0,0.0,10.22,21.6,8.35,66.49
2022-09-13,13.12,13.31,0.0,13.31,11.18,16.37,7.36,88.67
2022-09-14,9.76,36.7,0.0,36.7,8.01,12.63,8.44,87.48
2022-09-15,11.89,0.76,0.0,0.76,5.93,16.15,8.76,75.91
2022-09-16,15.43,0.0,0.0,0.0,8.13,20.92,10.0,59.02
2022-09-17,17.46,0.0,0.0,0.0,11.05,22.4,9.86,61.36
2022-09-18,20.5,0.0,0.0,0.0,13.22,27.07,10.49,53.39
2022-09-19,14.4,10.37,0.0,10.37,12.23,17.61,8.87,83.97
2022-09-20,13.76,2.26,0.0,2.26,10.9,16.82,5.85,84.49
2022-09-21,12.22,19.88,0.0,19.88,10.02,14.36,9.95,89.39
2022-09-22,12.36,22.25,0.0,22.25,8.82,15.04,7.05,85.3
2022-09-23,10.08,20.5,0.0,20.5,7.98,13.06,8.58,86.83
2022-09-24,7.78,18.44,0.0,18.44,6.26,11.22,9.99,86.97
2022-09-25,9.28,12.93,0.0,12.93,3.47,12.36,8.16,76.73
2022-09-26,11.81,0.0,0.0,0.0,3.8,16.47,8.63,68.39
2022-09-27,14.24,0.0,0.0,0.0,5.51,20.04,8.3,61.5
2022-09-28,14.09,0.0,0.0,0.0,8.16,19.46,9.37,59.03
2022-09-29,12.86,0.0,0.0,0.0,7.72,16.56,7.26,68.26
2022-09-30,13.52,0.0,0.0,0.0,8.2,17.57,6.73,71.21
2022-10-01,12.97,0.0,0.0,0.0,7.8,17.14,7.25,67.49
2022-10-02,14.19,0.0,0.0,0.0,7.7,19.6,8.4,64.63
2022-10-03,10.96,25.49,0.0,25.49,9.2,14.28,8.02,88.1
2022-10-04,10.69,2.23,0.0,2.23,7.78,13.05,6.7,85.78
2022-10-05,9.65,7.57,0.0,7.57,8.36,11.74,7.02,91.49
2022-10-06,9.49,11.93,0.0,11.93,7.58,11.78,6.5,90.82
2022-10-07,10.85,3.79,0.0,3.79,7.38,12.69,5.48,87.53
2022-10-08,11.59,0.14,0.0,0.14,8.48,13.62,6.18,79.8
2022-10-09,11.72,18.69,0.0,18.69,8.79,16.02,8.78,84.92
2022-10-10,8.89,23.26,0.0,23.26,6.32,11.48,9.11,83.72
2022-10-11,9.03,7.28,0.0,7.28,6.48,11.46,7.03,87.0
2022-10-12,8.67,0.0,0.0,0.0,3.06,12.0,7.88,80.62
2022-10-13,8.67,0.58,0.0,0.58,4.52,11.47,6.73,83.28
2022-10-14,8.54,0.13,0.0,0.13,3.83,11.96,7.77,82.47
2022-10-15,8.38,2.29,0.0,2.29,4.45,10.82,5.95,84.71
2022-10-16,10.65,0.53,0.0,0.53,6.43,13.66,5.69,83.06
2022-10-17,9.75,0.84,0.0,0.84,7.62,11.44,6.52,86.2
2022-10-18,10.08,11.44,0.0,11.44,7.25,13.63,5.28,88.97
2022-10-19,10.78,0.26,0.0,0.26,6.29,13.73,5.66,80.98
2022-10-20,8.99,41.07,0.0,41.07,6.29,11.77,8.37,89.58
2022-10-21,3.99,60.29,0.0,60.29,2.9,5.63,8.96,89.15
2022-10-22,4.83,6.0,0.0,6.0,-0.53,8.46,8.29,77.05
2022-10-23,6.7,0.0,0.0,0.0,0.44,10.98,8.01,71.45
2022-10-24,6.49,15.13,0.0,15.13,3.24,9.28,8.68,79.77
2022-10-25,6.97,5.08,0.0,5.08,3.32,10.52,6.34,80.96
2022-10-26,7.76,0.0,0.0,0.0,2.14,11.97,8.59,64.93
2022-10-27,6.55,10.3,0.0,10.3,2.76,8.95,8.88,80.79
2022-10-28,5.39,11.32,0.0,11.32,3.87,7.88,7.64,89.82
2022-10-29,5.46,12.8,0.0,12.8,2.23,8.44,6.39,84.2
2022-10-30,5.58,0.0,0.0,0.0,0.75,9.94,8.38,79.2
2022-10-31,6.53,1.41,0.0,1.41,0.09,9.78,8.59,69.36
2022-11-01,3.06,21.85,0.0,21.85,1.58,4.24,9.97,88.6
2022-11-02,4.5,23.6,0.0,23.6,-0.22,7.45,6.46,77.87
2022-11-03,5.0,5.08,0.0,5.08,1.29,7.04,9.14,69.45
2022-11-04,4.66,20.13,0.0,20.13,1.54,7.73,9.49,83.58
2022-11-05,6.04,0.55,0.0,0.55,1.83,9.51,6.71,78.73
2022-11-06,6.62,0.17,0.0,0.17,2.04,9.62,4.7,79.78
2022-11-07,5.64,0.0,0.0,0.0,1.26,10.34,7.04,72.32
2022-11-08,6.07,1.34,0.0,1.34,2.9,9.93,6.6,78.69
2022-11-09,4.64,17.93,0.0,17.93,2.98,6.25,6.43,91.58
2022-11-10,4.35,2.33,0.0,2.33,2.73,5.77,3.57,92.06
2022-11-11,5.61,0.75,0.0,0.75,3.12,8.82,4.9,86.35
2022-11-12,5.47,0.56,0.0,0.56,1.68,9.36,7.07,83.29
2022-11-13,5.01,0.07,0.0,0.07,0.77,8.02,6.5,82.48
2022-11-14,4.76,2.39,0.0,2.39,2.92,6.62,6.34,90.05
2022-11-15,4.41,2.46,0.0,2.46,0.25,8.07,6.27,84.76
2022-11-16,5.08,0.0,0.0,0.0,-0.53,9.38,8.71,68.34
2022-11-17,6.72,1.36,0.0,1.36,2.66,11.16,9.51,65.96
2022-11-18,6.74,0.0,0.0,0.0,2.56,9.42,14.42,56.15
2022-11-19,8.2,0.13,0.0,0.13,3.38,13.2,13.89,58.71
2022-11-20,8.45,0.0,0.0,0.0,4.63,13.9,10.64,60.24
2022-11-21,7.87,0.0,0.0,0.0,4.37,11.78,11.28,57.75
2022-11-22,7.36,0.0,0.0,0.0,4.87,10.5,10.33,51.86
2022-11-23,6.32,0.0,0.0,0.0,1.54,10.57,7.52,63.98
2022-11-24,7.93,0.0,0.0,0.0,3.59,12.46,9.21,53.42
2022-11-25,8.08,0.13,0.0,0.13,5.31,11.45,7.01,61.57
2022-11-26,4.92,10.82,0.0,10.82,2.86,7.11,11.37,83.06
2022-11-27,2.85,17.33,0.0,17.33,0.11,4.98,7.02,87.05
2022-11-28,2.48,0.86,0.0,0.86,-1.79,6.01,8.28,76.83
2022-11-29,3.42,0.0,0.0,0.0,-1.96,6.93,5.97,67.28
2022-11-30,4.49,0.0,0.0,0.0,1.46,6.86,6.62,68.36
2022-12-01,4.95,0.0,0.0,0.0,1.02,8.64,4.84,78.66
2022-12-02,5.19,1.83,0.0,1.83,1.77,9.24,8.15,70.1
2022-12-03,1.89,10.94,10.94,0.0,1.02,3.45,5.87,88.44
2022-12-04,1.92,9.58,9.58,0.0,0.71,2.98,6.02,90.05
2022-12-05,1.73,2.77,2.77,0.0,-0.03,3.68,4.9,87.48
2022-12-06,1.17,2.09,2.09,0.0,-1.52,4.56,5.78,82.2
2022-12-07,0.9,0.0,0.0,0.0,-2.17,4.83,6.31,72.17
2022-12-08,2.22,0.0,0.0,0.0,-1.76,6.11,9.38,59.68
2022-12-09,3.05,0.0,0.0,0.0,-0.44,7.91,10.1,60.29
2022-12-10,3.43,0.0,0.0,0.0,-0.63,7.58,9.79,56.96
2022-12-11,4.62,0.0,0.0,0.0,0.24,8.44,14.47,50.22
