time,Borçka Karagöl Tabiat Parkı - Artvin_temp,Borçka Karagöl Tabiat Parkı - Artvin_prcp,Borçka Karagöl Tabiat Parkı - Artvin_snow,Borçka Karagöl Tabiat Parkı - Artvin_rain,Borçka Karagöl Tabiat Parkı - Artvin_tmin,Borçka Karagöl Tabiat Parkı - Artvin_tmax,Borçka Karagöl Tabiat Parkı - Artvin_wspd,Borçka Karagöl Tabiat Parkı - Artvin_rhum
2024-01-30,-6.87,0.0,0.0,0.0,-10.53,-1.37,11.58,67.52
2024-01-31,-6.82,0.0,0.0,0.0,-11.11,-1.83,12.65,54.44
2024-02-01,-6.09,0.0,0.0,0.0,-10.41,-1.83,10.95,55.06
2024-02-02,-5.22,0.0,0.0,0.0,-9.28,-0.34,10.12,55.39
2024-02-03,-6.23,5.27,5.27,0.0,-8.37,-3.3,9.94,73.08
2024-02-04,-4.49,0.2,0.2,0.0,-7.36,-2.01,11.72,77.26
2024-02-05,-3.03,8.87,8.87,0.0,-4.35,-0.88,12.26,83.57
2024-02-06,-1.28,63.84,63.84,0.0,-3.54,0.0,17.77,92.44
2024-02-07,0.47,44.87,44.87,0.0,-4.75,5.53,15.99,69.76
2024-02-08,1.3,0.0,0.0,0.0,-3.37,7.18,19.16,61.6
2024-02-09,2.13,0.0,0.0,0.0,-1.72,7.02,16.22,63.01
2024-02-10,1.97,0.0,0.0,0.0,-2.69,7.85,18.01,60.67
2024-02-11,3.43,0.0,0.0,0.0,-2.39,9.31,17.7,54.82
2024-02-12,4.04,0.0,0.0,0.0,-0.21,8.89,16.96,47.71
2024-02-13,4.72,0.0,0.0,0.0,0.41,8.72,16.0,45.19
2024-02-14,4.62,0.0,0.0,0.0,0.35,9.76,16.83,56.74
2024-02-15,1.2,2.37,2.37,0.0,-1.73,4.28,8.25,79.67
2024-02-16,-0.2,0.75,0.75,0.0,-3.7,2.81,6.29,86.08
2024-02-17,-0.42,3.13,3.13,0.0,-1.69,1.55,5.76,95.9
2024-02-18,-0.64,4.52,4.52,0.0,-1.63,0.77,9.64,94.0
2024-02-19,-2.42,2.21,2.21,0.0,-3.84,-0.93,6.7,90.01
2024-02-20,-2.46,0.52,0.52,0.0,-5.01,0.33,5.11,85.57
2024-02-21,-1.46,0.0,0.0,0.0,-5.53,1.97,6.56,77.39
2024-02-22,-0.54,1.8,1.8,0.0,-4.33,3.0,7.86,76.57
2024-02-23,-1.41,1.86,1.86,0.0,-5.01,1.54,7.14,81.23
2024-02-24,-0.45,0.0,0.0,0.0,-6.21,5.99,10.56,61.84
2024-02-25,-0.32,0.0,0.0,0.0,-6.11,5.11,11.57,54.87
2024-02-26,1.55,0.0,0.0,0.0,-3.94,6.38,19.45,30.62
2024-02-27,0.49,0.0,0.0,0.0,-5.54,6.05,16.29,34.82
2024-02-28,-1.43,0.0,0.0,0.0,-7.62,4.01,9.67,41.97
2024-02-29,-0.85,0.0,0.0,0.0,-6.89,5.63,9.57,44.97
2024-03-01,0.33,0.0,0.0,0.0,-6.95,5.85,9.91,38.36
2024-03-02,3.22,0.0,0.0,0.0,-3.0,8.29,11.31,39.33
2024-03-03,1.4,0.0,0.0,0.0,-1.68,6.02,10.37,62.83
2024-03-04,0.44,0.79,0.79,0.0,-2.72,3.56,5.11,83.95
2024-03-05,2.23,0.0,0.0,0.0,-3.54,6.54,7.79,71.85
2024-03-06,3.11,1.04,0.0,1.04,-0.47,7.67,15.04,60.61
2024-03-07,-0.88,16.6,16.6,0.0,-1.5,0.33,9.84,92.9
2024-03-08,-1.91,5.73,5.73,0.0,-5.07,1.68,8.25,83.34
2024-03-09,-1.39,0.82,0.82,0.0,-5.26,2.7,8.6,77.16
2024-03-10,-3.09,4.7,4.7,0.0,-5.21,-1.41,7.91,84.04
2024-03-11,-1.87,0.0,0.0,0.0,-6.67,1.74,9.28,69.92
2024-03-12,2.06,0.0,0.0,0.0,-6.09,7.42,13.27,45.74
2024-03-13,6.49,0.0,0.0,0.0,-1.03,11.66,17.99,42.39
2024-03-14,3.8,0.04,0.0,0.04,-0.02,8.12,12.91,59.04
2024-03-15,1.26,3.17,3.17,0.0,-1.82,4.87,9.6,73.04
2024-03-16,-0.84,19.6,19.6,0.0,-2.77,0.97,7.51,92.31
2024-03-17,-0.24,0.62,0.62,0.0,-2.62,2.15,5.79,80.08
2024-03-18,1.11,0.99,0.99,0.0,-2.45,3.97,6.8,79.82
2024-03-19,0.52,6.26,6.26,0.0,-0.89,3.02,9.84,88.15
2024-03-20,-0.8,1.62,1.62,0.0,-3.53,1.4,7.62,83.48
2024-03-21,-0.15,2.01,2.01,0.0,-4.77,4.14,8.46,79.94
2024-03-22,-1.47,11.62,11.62,0.0,-3.12,0.6,10.25,89.73
2024-03-23,-2.79,8.23,8.23,0.0,-5.62,-0.38,8.04,82.93
2024-03-24,-0.79,4.29,4.29,0.0,-5.25,3.69,8.3,74.67
2024-03-25,1.18,0.27,0.27,0.0,-5.21,5.44,11.58,54.12
2024-03-26,-0.92,11.44,11.44,0.0,-3.64,2.08,17.13,69.45
2024-03-27,0.28,1.49,1.49,0.0,-6.19,4.95,12.21,56.89
2024-03-28,4.26,0.0,0.0,0.0,-3.0,11.47,14.9,47.84
2024-03-29,6.6,0.0,0.0,0.0,0.87,13.58,16.11,57.56
2024-03-30,6.28,1.38,0.0,1.38,2.18,9.24,12.46,69.32
2024-03-31,7.54,0.0,0.0,0.0,1.57,12.91,11.28,50.56
2024-04-01,8.77,0.0,0.0,0.0,3.43,14.2,11.8,45.58
2024-04-02,9.74,0.0,0.0,0.0,4.24,16.57,13.36,42.11
2024-04-03,8.9,0.1,0.0,0.1,3.15,18.61,18.08,49.66
2024-04-04,5.18,0.33,0.0,0.33,0.75,8.82,7.02,63.22
2024-04-05,3.36,9.73,0.0,9.73,0.47,7.8,12.15,77.53
2024-04-06,1.9,1.89,1.89,0.0,-2.1,5.87,7.82,78.65
2024-04-07,2.84,0.07,0.0,0.07,-2.83,7.55,8.2,77.42
2024-04-08,4.78,0.0,0.0,0.0,-0.93,9.02,7.52,68.92
2024-04-09,6.34,0.0,0.0,0.0,0.47,11.79,9.63,69.79
2024-04-10,2.82,0.12,0.0,0.12,0.2,4.9,7.25,79.41
2024-04-11,3.59,0.21,0.0,0.21,0.03,6.42,6.46,83.78
2024-04-12,5.22,0.0,0.0,0.0,0.75,9.37,7.65,77.3
2024-04-13,4.07,0.0,0.0,0.0,2.02,6.04,6.78,83.72
2024-04-14,2.4,3.29,0.0,3.29,0.83,4.06,7.2,87.48
2024-04-15,4.77,0.0,0.0,0.0,-1.1,8.72,7.63,75.63
2024-04-16,10.25,0.0,0.0,0.0,0.65,16.58,11.21,50.57
2024-04-17,14.52,0.0,0.0,0.0,5.59,21.45,13.27,37.45
2024-04-18,15.38,0.0,0.0,0.0,8.39,22.78,13.4,38.93
2024-04-19,10.0,0.2,0.0,0.2,6.56,16.66,11.97,66.16
2024-04-20,11.11,0.0,0.0,0.0,3.95,15.48,9.9,63.06
2024-04-21,9.13,0.05,0.0,0.05,5.32,14.93,9.24,64.22
2024-04-22,9.64,0.0,0.0,0.0,1.37,13.41,9.48,65.77
2024-04-23,8.72,0.0,0.0,0.0,1.6,13.1,7.53,63.08
2024-04-24,12.99,0.0,0.0,0.0,2.96,19.17,11.87,43.46
2024-04-25,16.86,0.0,0.0,0.0,7.88,23.3,16.26,35.75
2024-04-26,15.32,0.0,0.0,0.0,9.02,23.32,10.3,49.43
2024-04-27,12.19,0.01,0.0,0.01,7.51,16.91,8.54,71.24
2024-04-28,12.11,0.0,0.0,0.0,5.11,16.93,9.51,66.55
2024-04-29,9.83,0.0,0.0,0.0,5.09,13.98,7.53,72.05
2024-04-30,8.29,0.05,0.0,0.05,4.99,11.87,7.15,78.95
2024-05-01,10.7,0.12,0.0,0.12,6.34,15.77,6.56,75.77
2024-05-02,6.33,6.23,0.0,6.23,4.39,9.16,6.07,85.95
2024-05-03,5.65,11.43,0.0,11.43,3.76,7.76,7.47,88.94
2024-05-04,6.52,1.85,0.0,1.85,3.21,10.14,5.65,82.52
2024-05-05,5.03,28.07,0.0,28.07,1.82,7.6,10.94,91.01
2024-05-06,1.2,14.0,14.0,0.0,-0.55,2.77,9.11,85.89
2024-05-07,2.77,2.12,0.0,2.12,0.09,6.35,7.1,83.33
2024-05-08,5.41,0.16,0.0,0.16,0.81,8.92,8.78,69.94
2024-05-09,8.02,0.0,0.0,0.0,-0.06,12.95,10.34,57.21
2024-05-10,9.41,0.94,0.0,0.94,3.26,13.41,8.94,68.73
2024-05-11,11.04,3.4,0.0,3.4,6.4,18.14,17.6,68.18
2024-05-12,6.45,6.79,0.0,6.79,4.12,9.56,11.71,86.75
2024-05-13,3.15,2.74,0.0,2.74,0.92,6.17,10.0,80.13
2024-05-14,0.73,9.39,9.39,0.0,-0.7,2.41,8.85,86.84
2024-05-15,4.41,0.1,0.0,0.1,-1.94,8.51,7.87,78.11
2024-05-16,3.91,4.89,0.0,4.89,0.34,8.45,8.72,82.1
2024-05-17,4.3,4.07,0.0,4.07,0.03,8.11,8.32,76.78
2024-05-18,5.33,0.0,0.0,0.0,-1.6,9.43,10.42,63.63
2024-05-19,5.33,0.04,0.0,0.04,-0.24,9.16,9.34,66.05
2024-05-20,6.66,0.0,0.0,0.0,-0.19,10.82,8.69,70.78
2024-05-21,7.7,0.1,0.0,0.1,0.54,13.46,8.29,74.42
2024-05-22,9.25,0.64,0.0,0.64,2.5,13.29,8.09,74.0
2024-05-23,11.75,0.0,0.0,0.0,4.54,15.68,8.8,68.88
2024-05-24,11.79,1.06,0.0,1.06,7.92,16.05,10.27,72.47
2024-05-25,7.36,6.1,0.0,6.1,4.91,10.56,10.67,75.28
2024-05-26,7.47,2.52,0.0,2.52,3.57,10.77,8.73,80.04
2024-05-27,10.51,5.95,0.0,5.95,4.43,15.03,8.27,76.89
2024-05-28,12.77,0.46,0.0,0.46,6.57,17.75,9.91,70.0
2024-05-29,10.62,0.38,0.0,0.38,7.58,14.03,7.67,78.85
2024-05-30,12.24,0.47,0.0,0.47,6.24,17.15,10.37,70.46
2024-05-31,10.41,5.07,0.0,5.07,6.98,13.38,8.76,80.1
2024-06-01,9.57,3.75,0.0,3.75,6.82,12.23,8.35,82.62
2024-06-02,12.36,0.0,0.0,0.0,4.85,16.77,10.6,66.47
2024-06-03,13.62,0.0,0.0,0.0,6.09,17.74,9.08,60.84
2024-06-04,14.96,0.0,0.0,0.0,6.75,19.1,8.57,63.03
2024-06-05,16.73,0.0,0.0,0.0,9.46,21.41,8.82,63.0
2024-06-06,15.2,0.0,0.0,0.0,9.06,19.45,8.38,65.47
2024-06-07,13.64,0.01,0.0,0.01,7.91,17.0,8.61,75.4
2024-06-08,12.68,0.34,0.0,0.34,8.06,15.71,7.15,79.89
2024-06-09,11.44,6.77,0.0,6.77,8.87,15.33,8.26,86.15
2024-06-10,11.89,4.34,0.0,4.34,8.16,15.72,7.87,83.18
2024-06-11,14.41,0.29,0.0,0.29,8.1,17.71,9.41,73.97
2024-06-12,16.18,0.0,0.0,0.0,8.39,19.85,10.18,64.3
2024-06-13,15.9,0.0,0.0,0.0,9.39,20.0,10.61,56.09
2024-06-14,17.41,0.11,0.0,0.11,9.6,20.81,11.27,54.05
2024-06-15,15.78,0.0,0.0,0.0,11.22,21.63,14.06,60.81
2024-06-16,12.69,4.53,0.0,4.53,10.35,15.2,7.63,85.27
2024-06-17,13.56,0.07,0.0,0.07,10.39,16.58,6.74,83.79
2024-06-18,13.76,0.58,0.0,0.58,10.3,17.27,7.39,82.98
2024-06-19,14.71,0.0,0.0,0.0,10.48,17.78,6.21,83.02
2024-06-20,13.8,0.79,0.0,0.79,11.3,17.6,6.55,84.98
2024-06-21,14.19,3.63,0.0,3.63,10.35,17.79,10.71,81.33
2024-06-22,13.76,1.19,0.0,1.19,9.66,16.95,8.52,78.45
2024-06-23,14.1,0.0,0.0,0.0,7.7,18.16,9.1,74.21
2024-06-24,15.17,0.0,0.0,0.0,9.33,19.02,7.37,73.75
2024-06-25,14.65,0.11,0.0,0.11,10.17,18.7,9.07,74.97
2024-06-26,12.49,24.93,0.0,24.93,9.08,15.51,13.04,81.97
2024-06-27,11.36,10.11,0.0,10.11,5.95,15.0,10.25,70.55
2024-06-28,12.18,0.0,0.0,0.0,5.78,15.84,10.67,69.77
2024-06-29,12.67,0.09,0.0,0.09,6.39,16.35,9.95,75.14
2024-06-30,12.75,2.23,0.0,2.23,9.21,16.69,7.73,78.49
2024-07-01,11.76,9.24,0.0,9.24,8.99,15.1,9.06,81.24
2024-07-02,12.86,5.23,0.0,5.23,8.86,16.36,8.15,82.23
2024-07-03,15.54,0.63,0.0,0.63,9.45,19.04,9.72,74.87
2024-07-04,19.25,0.26,0.0,0.26,11.18,25.17,12.17,62.66
2024-07-05,17.97,0.04,0.0,0.04,13.78,23.67,11.97,72.19
2024-07-06,15.49,1.28,0.0,1.28,12.88,19.3,9.84,85.25
2024-07-07,14.66,2.31,0.0,2.31,9.84,17.37,8.61,83.98
2024-07-08,15.73,2.63,0.0,2.63,11.03,19.15,7.54,81.43
2024-07-09,15.3,1.63,0.0,1.63,11.47,19.21,6.88,76.71
2024-07-10,18.05,0.79,0.0,0.79,13.37,22.65,8.57,74.0
2024-07-11,17.23,6.16,0.0,6.16,11.04,21.72,9.02,71.23
2024-07-12,16.63,1.23,0.0,1.23,12.67,19.64,8.18,82.39
2024-07-13,16.87,1.0,0.0,1.0,12.1,20.28,8.0,82.08
2024-07-14,15.68,6.52,0.0,6.52,12.27,19.27,8.26,84.13
2024-07-15,15.19,5.08,0.0,5.08,11.9,18.72,8.26,82.84
2024-07-16,15.96,0.3,0.0,0.3,11.95,18.99,6.79,82.6
2024-07-17,18.22,2.63,0.0,2.63,14.28,22.09,7.05,81.56
2024-07-18,16.01,4.12,0.0,4.12,12.03,20.45,8.07,82.75
2024-07-19,15.06,5.09,0.0,5.09,10.8,18.17,8.51,84.78
2024-07-20,14.26,21.08,0.0,21.08,11.36,17.69,7.63,86.0
2024-07-21,14.98,1.78,0.0,1.78,10.95,18.75,8.42,76.98
2024-07-22,16.72,0.16,0.0,0.16,10.81,20.47,9.92,73.92
2024-07-23,16.53,0.0,0.0,0.0,10.87,21.25,10.03,72.96
2024-07-24,14.21,3.21,0.0,3.21,10.74,18.12,9.3,80.11
2024-07-25,15.65,1.97,0.0,1.97,10.3,19.88,8.19,76.33
2024-07-26,14.04,2.15,0.0,2.15,10.23,18.46,9.83,78.65
2024-07-27,12.68,11.85,0.0,11.85,9.78,17.91,9.1,84.1
2024-07-28,13.36,10.95,0.0,10.95,9.35,16.5,9.53,81.8
2024-07-29,15.02,0.97,0.0,0.97,9.39,18.82,8.83,76.62
2024-07-30,14.87,0.15,0.0,0.15,9.24,18.51,10.47,77.49
2024-07-31,12.49,17.54,0.0,17.54,10.73,15.24,10.29,86.04
2024-08-01,13.66,0.0,0.0,0.0,9.17,17.8,8.74,78.41
2024-08-02,13.64,0.29,0.0,0.29,10.35,17.3,7.12,82.29
2024-08-03,14.54,0.17,0.0,0.17,10.89,17.38,7.37,82.3
2024-08-04,16.48,0.0,0.0,0.0,10.92,20.15,8.01,76.96
2024-08-05,15.77,0.28,0.0,0.28,10.42,19.73,9.16,74.94
2024-08-06,15.95,0.14,0.0,0.14,11.43,19.65,7.67,81.14
2024-08-07,16.23,0.88,0.0,0.88,11.28,20.32,8.98,78.88
2024-08-08,14.96,0.56,0.0,0.56,10.17,19.11,7.49,79.26
2024-08-09,15.18,0.02,0.0,0.02,9.94,18.78,8.5,79.04
2024-08-10,14.41,0.82,0.0,0.82,11.6,17.42,7.76,78.73
2024-08-11,15.59,0.7,0.0,0.7,10.06,19.15,10.47,74.57
2024-08-12,15.11,4.89,0.0,4.89,11.39,19.34,11.39,80.73
2024-08-13,15.03,0.26,0.0,0.26,9.98,18.97,9.96,78.3
2024-08-14,14.88,0.0,0.0,0.0,8.9,20.05,10.77,74.04
2024-08-15,14.61,0.0,0.0,0.0,8.31,18.84,10.61,74.97
2024-08-16,13.55,0.78,0.0,0.78,9.54,18.42,10.17,78.45
2024-08-17,13.99,0.0,0.0,0.0,7.61,18.48,9.94,73.01
2024-08-18,15.44,0.0,0.0,0.0,8.64,20.3,9.64,71.09
2024-08-19,17.39,0.0,0.0,0.0,10.98,22.14,8.14,68.31
2024-08-20,17.47,0.08,0.0,0.08,11.78,21.35,7.95,70.91
2024-08-21,18.19,0.02,0.0,0.02,11.54,23.07,8.39,69.09
2024-08-22,18.31,0.16,0.0,0.16,12.25,23.53,8.79,68.25
2024-08-23,17.45,0.67,0.0,0.67,13.64,21.3,8.66,81.96
2024-08-24,16.3,3.07,0.0,3.07,13.26,20.36,7.96,85.95
2024-08-25,14.08,3.09,0.0,3.09,10.22,18.03,9.54,81.92
2024-08-26,14.35,13.79,0.0,13.79,9.76,18.19,8.79,81.23
2024-08-27,17.64,0.0,0.0,0.0,9.93,19.1,8.76,72.05
2024-08-28,16.21,2.65,0.0,2.65,10.1,19.64,8.69,73.65
2024-08-29,16.42,1.87,0.0,1.87,11.48,20.17,7.8,76.73
2024-08-31,14.59,2.76,0.0,2.76,9.5,18.31,10.95,76.84
2024-09-01,16.04,9.0,0.0,9.0,10.2,19.84,8.8,78.81
2024-09-02,16.73,0.0,0.0,0.0,12.15,21.36,8.21,80.41
2024-09-03,15.97,0.0,0.0,0.0,11.69,19.88,7.95,82.38
2024-09-04,14.93,0.0,0.0,0.0,11.76,18.9,7.69,83.98
2024-09-05,14.25,3.53,0.0,3.53,10.21,18.23,7.24,84.0
2024-09-06,13.12,7.75,0.0,7.75,10.19,17.56,6.4,85.07
2024-09-07,13.91,0.1,0.0,0.1,8.67,18.86,9.95,77.5
2024-09-08,16.39,0.56,0.0,0.56,12.33,22.01,10.21,73.23
2024-09-09,15.2,0.16,0.0,0.16,9.98,19.29,10.5,69.17
2024-09-10,16.85,3.01,0.0,3.01,11.27,21.72,9.6,65.12
2024-09-11,17.76,0.0,0.0,0.0,12.27,24.17,10.71,63.16
2024-09-12,15.83,0.0,0.0,0.0,10.94,20.12,10.6,68.01
2024-09-13,15.85,1.11,0.0,1.11,12.89,20.8,7.59,82.94
2024-09-14,15.37,0.09,0.0,0.09,10.98,19.55,7.74,80.17
2024-09-15,15.47,0.0,0.0,0.0,10.62,19.72,9.64,74.4
2024-09-16,14.5,31.54,0.0,31.54,11.59,19.96,9.58,76.22
2024-09-17,11.78,24.9,0.0,24.9,10.47,14.14,7.94,89.19
2024-09-18,11.04,0.66,0.0,0.66,6.04,15.53,10.9,79.03
2024-09-19,11.63,0.98,0.0,0.98,6.88,15.84,8.87,79.27
2024-09-20,9.89,14.41,0.0,14.41,7.72,13.38,6.87,83.68
2024-09-21,10.64,2.54,0.0,2.54,6.05,14.72,9.4,80.48
2024-09-22,10.8,0.7,0.0,0.7,7.09,14.72,9.41,76.92
2024-09-23,11.42,3.34,0.0,3.34,7.3,16.11,9.32,78.72
2024-09-24,9.51,0.11,0.0,0.11,6.52,12.99,9.22,80.23
2024-09-25,10.83,0.07,0.0,0.07,5.41,14.8,10.75,80.67
2024-09-26,11.13,0.48,0.0,0.48,6.09,14.57,9.27,80.3
2024-09-27,11.41,0.37,0.0,0.37,6.54,15.62,8.5,78.76
2024-09-28,12.62,0.0,0.0,0.0,7.41,19.42,10.24,71.24
2024-09-29,15.51,0.0,0.0,0.0,9.02,20.86,15.0,55.99
2024-09-30,13.72,0.0,0.0,0.0,8.2,19.23,11.07,55.12
2024-10-01,10.89,22.49,0.0,22.49,8.38,15.32,9.52,77.06
2024-10-02,6.55,29.62,0.0,29.62,4.41,8.89,9.35,85.1
2024-10-03,8.29,0.38,0.0,0.38,3.64,13.38,11.33,74.4
2024-10-04,8.93,0.0,0.0,0.0,3.67,14.46,11.84,68.1
2024-10-05,9.89,0.0,0.0,0.0,4.38,15.81,11.55,66.03
2024-10-06,12.48,0.0,0.0,0.0,5.43,19.06,14.14,53.38
2024-10-07,14.19,0.0,0.0,0.0,8.16,21.53,15.54,53.94
2024-10-08,10.33,10.57,0.0,10.57,8.13,14.18,8.98,84.66
2024-10-09,10.52,0.0,0.0,0.0,5.47,16.2,11.44,70.62
2024-10-10,10.84,0.0,0.0,0.0,5.64,16.4,14.82,62.91
2024-10-11,11.19,6.52,0.0,6.52,9.02,15.02,9.91,82.42
2024-10-12,10.99,0.0,0.0,0.0,5.73,15.83,10.97,70.73
2024-10-13,11.24,17.59,0.0,17.59,8.8,15.48,11.68,76.79
2024-10-14,7.51,19.87,0.0,19.87,5.84,10.39,6.39,88.78
2024-10-15,7.16,8.67,0.0,8.67,4.98,9.94,6.97,90.57
2024-10-16,8.35,2.5,0.0,2.5,4.95,12.65,6.46,85.04
2024-10-17,6.17,35.29,0.0,35.29,3.54,8.98,11.41,89.77
2024-10-18,2.81,25.78,0.0,25.78,0.41,5.79,12.86,82.63
2024-10-19,0.08,13.29,13.29,0.0,-2.08,3.48,11.04,80.44
2024-10-20,1.22,25.23,25.23,0.0,-1.34,5.15,12.54,79.23
2024-10-21,-3.52,33.72,33.72,0.0,-5.37,-1.36,12.97,92.7
2024-10-22,0.72,5.64,5.64,0.0,-3.68,5.3,11.68,79.86
2024-10-23,1.36,3.6,3.6,0.0,-2.98,5.13,10.75,81.71
2024-10-24,2.58,12.81,0.0,12.81,-0.65,6.66,9.57,84.04
2024-10-25,2.71,17.7,0.0,17.7,0.82,6.09,8.78,84.77
2024-10-26,2.42,33.29,0.0,33.29,0.67,3.9,11.09,90.96
2024-10-27,1.62,11.68,11.68,0.0,-1.79,6.88,9.91,76.67
2024-10-28,1.25,0.0,0.0,0.0,-3.6,7.3,12.47,66.83
2024-10-29,1.23,0.0,0.0,0.0,-3.62,6.47,11.22,67.99
2024-10-30,1.21,0.0,0.0,0.0,-3.7,7.31,11.44,72.21
2024-10-31,1.68,0.0,0.0,0.0,-3.02,7.06,11.09,74.04
2024-11-01,2.16,0.0,0.0,0.0,-2.35,7.5,12.04,75.56
2024-11-02,3.48,0.0,0.0,0.0,-1.71,9.32,12.23,65.47
2024-11-03,3.25,9.17,0.0,9.17,-0.45,7.75,13.28,77.96
2024-11-04,-1.25,5.35,5.35,0.0,-3.35,2.88,8.07,85.67
2024-11-05,-1.1,35.04,35.04,0.0,-3.09,1.16,16.94,85.18
2024-11-06,-2.57,19.96,19.96,0.0,-5.75,2.17,9.06,82.72
2024-11-07,-2.19,0.0,0.0,0.0,-5.25,3.22,11.13,76.16
2024-11-08,-1.59,0.0,0.0,0.0,-5.78,3.96,11.97,74.78
2024-11-09,-0.41,0.0,0.0,0.0,-3.32,5.55,11.11,69.62
2024-11-10,0.35,0.0,0.0,0.0,-4.09,6.11,12.13,62.04
2024-11-11,1.25,0.0,0.0,0.0,-2.25,5.94,10.08,65.28
2024-11-12,1.07,0.04,0.04,0.0,-2.1,6.82,8.23,74.76
2024-11-13,0.31,0.0,0.0,0.0,-3.46,6.86,9.77,70.9
2024-11-14,0.39,0.0,0.0,0.0,-3.44,6.65,8.94,67.38
2024-11-15,2.09,0.0,0.0,0.0,-1.99,7.53,10.31,62.71
2024-11-16,1.42,27.52,27.52,0.0,-1.17,6.12,10.45,79.81
2024-11-17,-0.19,2.05,2.05,0.0,-3.87,5.29,9.91,77.01
2024-11-18,3.43,1.89,0.0,1.89,-1.25,9.47,15.47,67.31
2024-11-19,1.89,16.43,16.43,0.0,0.39,3.54,7.5,87.81
2024-11-20,2.7,0.0,0.0,0.0,-0.68,7.65,12.21,76.43
2024-11-21,4.34,0.0,0.0,0.0,0.82,11.64,17.26,60.56
2024-11-22,4.03,0.04,0.0,0.04,1.16,7.51,12.63,66.42
2024-11-23,5.43,0.0,0.0,0.0,1.23,11.5,18.7,60.49
2024-11-24,0.39,14.33,14.33,0.0,-2.78,6.26,14.55,86.78
2024-11-25,-3.75,21.29,21.29,0.0,-5.35,-2.24,10.95,90.0
2024-11-26,-4.68,10.35,10.35,0.0,-6.98,-1.55,10.95,82.98
2024-11-27,-2.58,42.43,42.43,0.0,-3.63,-0.54,13.65,90.14
2024-11-28,-4.29,30.9,30.9,0.0,-6.58,-2.31,15.46,86.57
2024-11-29,-4.14,2.01,2.01,0.0,-6.06,-0.08,9.76,77.02
2024-11-30,-4.8,0.0,0.0,0.0,-6.96,0.23,11.5,69.02
2024-12-01,-4.64,0.0,0.0,0.0,-8.38,1.61,11.92,66.17
2024-12-02,-5.23,0.0,0.0,0.0,-7.62,-0.85,12.6,65.97
2024-12-03,-4.59,0.0,0.0,0.0,-8.34,1.21,13.95,66.43
2024-12-04,-3.75,0.0,0.0,0.0,-6.81,1.25,17.61,53.5
2024-12-05,-2.88,0.0,0.0,0.0,-5.84,2.64,13.56,59.55
2024-12-06,-2.68,0.11,0.11,0.0,-5.48,2.81,11.05,67.54
2024-12-07,-0.57,0.0,0.0,0.0,-4.82,4.14,19.59,57.39
