time,Şaşvat karagöl - Artvin_temp,Şaşvat karagöl - Artvin_prcp,Şaşvat karagöl - Artvin_snow,Şaşvat karagöl - Artvin_rain,Şaşvat karagöl - Artvin_tmin,Şaşvat karagöl - Artvin_tmax,Şaşvat karagöl - Artvin_wspd,Şaşvat karagöl - Artvin_rhum
2024-07-14,15.6,5.8,0.0,5.8,12.03,19.61,7.92,82.4
2024-07-15,15.33,4.03,0.0,4.03,11.6,19.6,8.14,80.21
2024-07-16,15.6,0.91,0.0,0.91,11.3,19.35,6.65,81.96
2024-07-17,17.43,4.37,0.0,4.37,13.16,22.01,6.68,80.7
2024-07-18,15.61,5.18,0.0,5.18,11.99,20.12,7.5,82.07
2024-07-19,14.65,8.66,0.0,8.66,10.55,18.22,8.06,84.83
2024-07-20,13.85,20.16,0.0,20.16,11.05,17.27,7.2,86.48
2024-07-21,14.5,2.08,0.0,2.08,10.64,18.42,8.01,78.92
2024-07-22,15.88,0.12,0.0,0.12,9.88,20.3,9.2,74.91
2024-07-23,15.91,0.0,0.0,0.0,10.54,20.98,9.33,73.21
2024-07-24,13.81,2.88,0.0,2.88,10.02,18.05,9.07,80.32
2024-07-25,14.93,1.5,0.0,1.5,9.86,19.46,7.91,76.97
2024-07-26,13.76,4.1,0.0,4.1,9.54,18.58,8.97,79.95
2024-07-27,12.51,12.19,0.0,12.19,9.61,17.44,8.41,85.28
2024-07-28,12.74,9.94,0.0,9.94,8.9,16.16,9.21,83.06
2024-07-29,14.28,0.81,0.0,0.81,8.91,18.51,8.32,77.19
2024-07-30,14.48,0.11,0.0,0.11,8.7,18.86,10.01,76.64
2024-07-31,12.37,13.89,0.0,13.89,10.35,15.3,9.89,85.79
2024-08-01,13.18,0.0,0.0,0.0,8.95,17.46,8.33,78.54
2024-08-02,13.41,0.88,0.0,0.88,10.01,17.58,6.93,82.7
2024-08-03,14.35,0.52,0.0,0.52,10.69,17.72,7.02,82.22
2024-08-04,16.09,0.0,0.0,0.0,10.67,20.28,7.85,77.21
2024-08-05,15.41,0.84,0.0,0.84,10.24,19.59,8.4,76.66
2024-08-06,15.47,0.42,0.0,0.42,11.03,19.49,7.46,81.59
2024-08-07,15.56,0.89,0.0,0.89,10.92,20.09,8.63,79.63
2024-08-08,14.4,0.42,0.0,0.42,9.61,19.03,7.35,78.96
2024-08-09,14.96,0.06,0.0,0.06,9.61,19.34,8.1,78.79
2024-08-10,14.3,2.13,0.0,2.13,11.3,17.68,7.7,80.01
2024-08-11,14.86,0.61,0.0,0.61,9.97,18.45,9.98,76.85
2024-08-12,14.4,4.06,0.0,4.06,10.71,18.78,10.44,81.52
2024-08-13,14.31,0.2,0.0,0.2,9.28,18.85,9.37,78.22
2024-08-14,14.32,0.0,0.0,0.0,8.73,19.86,10.09,74.26
2024-08-15,14.01,0.0,0.0,0.0,8.13,18.92,9.67,74.72
2024-08-16,12.92,0.59,0.0,0.59,8.99,17.9,9.85,78.33
2024-08-17,13.36,0.0,0.0,0.0,6.76,18.76,9.12,72.03
2024-08-18,15.13,0.0,0.0,0.0,8.19,20.84,9.62,69.62
2024-08-19,17.04,0.0,0.0,0.0,10.52,22.5,8.18,66.81
2024-08-20,17.13,0.23,0.0,0.23,11.49,21.64,7.75,69.25
2024-08-21,17.82,0.06,0.0,0.06,10.89,23.55,8.11,67.16
2024-08-22,18.18,0.49,0.0,0.49,12.21,23.62,8.72,65.79
2024-08-23,17.21,0.51,0.0,0.51,12.97,21.73,8.6,78.58
2024-08-24,16.05,2.72,0.0,2.72,12.67,20.82,7.88,84.03
2024-08-25,14.3,2.79,0.0,2.79,10.12,19.3,9.08,79.28
2024-08-26,13.94,11.74,0.0,11.74,9.3,17.92,8.34,80.2
2024-08-27,16.96,0.0,0.0,0.0,9.47,18.64,8.34,70.83
2024-08-28,15.84,2.0,0.0,2.0,9.63,19.08,8.29,72.46
2024-08-29,15.96,1.41,0.0,1.41,10.72,19.52,7.62,75.21
2024-08-31,14.53,2.08,0.0,2.08,9.25,18.15,10.02,75.71
2024-09-01,15.59,6.79,0.0,6.79,9.81,19.34,8.39,77.61
2024-09-02,16.07,0.0,0.0,0.0,11.33,20.53,7.94,79.24
2024-09-03,15.45,0.0,0.0,0.0,11.01,19.44,7.75,81.14
2024-09-04,14.62,0.0,0.0,0.0,11.1,18.74,7.56,82.77
2024-09-05,13.84,3.78,0.0,3.78,9.96,18.26,6.9,84.0
2024-09-06,12.62,7.11,0.0,7.11,9.8,17.32,6.14,85.54
2024-09-07,13.47,0.29,0.0,0.29,8.04,18.86,9.78,76.16
2024-09-08,15.53,1.15,0.0,1.15,11.29,21.56,10.05,72.22
2024-09-09,14.95,0.12,0.0,0.12,9.62,19.7,10.12,67.2
2024-09-10,16.15,2.49,0.0,2.49,10.91,21.48,9.53,64.4
2024-09-11,17.12,0.0,0.0,0.0,11.44,23.91,9.89,62.19
2024-09-12,15.5,0.0,0.0,0.0,10.51,20.51,9.93,66.57
2024-09-13,15.01,1.5,0.0,1.5,11.8,20.14,7.29,81.98
2024-09-14,14.6,0.26,0.0,0.26,9.82,19.53,7.76,77.71
2024-09-15,14.5,0.0,0.0,0.0,9.42,19.46,9.79,71.88
2024-09-16,13.86,25.97,0.0,25.97,10.61,19.62,9.78,73.04
2024-09-17,11.19,21.18,0.0,21.18,9.5,14.0,7.29,88.42
2024-09-18,10.39,0.58,0.0,0.58,5.69,15.11,9.71,79.74
2024-09-19,10.96,2.27,0.0,2.27,6.32,15.56,8.5,77.99
2024-09-20,9.5,13.6,0.0,13.6,7.21,13.46,6.96,82.07
2024-09-21,9.9,3.28,0.0,3.28,5.26,14.57,8.61,81.08
2024-09-22,10.28,1.36,0.0,1.36,6.27,14.54,9.19,76.95
2024-09-23,11.05,3.29,0.0,3.29,7.01,16.03,9.54,77.33
2024-09-24,8.97,0.08,0.0,0.08,5.61,12.89,8.62,79.7
2024-09-25,10.09,0.06,0.0,0.06,4.87,14.55,9.76,80.03
2024-09-26,10.41,0.37,0.0,0.37,5.73,14.35,8.56,80.22
2024-09-27,10.72,0.28,0.0,0.28,5.9,15.49,8.43,77.12
2024-09-28,11.68,0.0,0.0,0.0,6.26,18.81,9.83,69.74
2024-09-29,13.75,0.0,0.0,0.0,7.62,19.46,14.76,56.99
2024-09-30,12.37,0.0,0.0,0.0,6.89,18.34,11.0,53.91
2024-10-01,10.2,17.92,0.0,17.92,7.45,14.88,9.54,74.4
2024-10-02,6.24,24.91,0.0,24.91,3.85,8.82,8.79,85.8
2024-10-03,7.29,0.29,0.0,0.29,2.71,12.65,10.39,75.51
2024-10-04,7.92,0.0,0.0,0.0,2.58,13.78,10.56,69.29
2024-10-05,8.89,0.0,0.0,0.0,3.29,15.26,10.13,66.75
2024-10-06,11.58,0.0,0.0,0.0,4.69,18.79,12.91,52.33
2024-10-07,13.1,0.0,0.0,0.0,7.1,20.55,13.67,52.51
2024-10-08,9.59,9.4,0.0,9.4,7.14,13.69,8.34,81.35
2024-10-09,9.56,0.0,0.0,0.0,4.55,15.36,10.55,71.21
2024-10-10,10.12,0.0,0.0,0.0,4.49,16.19,13.12,60.75
2024-10-11,10.15,6.1,0.0,6.1,7.69,13.83,9.31,81.58
2024-10-12,10.01,0.0,0.0,0.0,4.99,15.21,10.0,71.53
2024-10-13,10.35,13.61,0.0,13.61,7.65,14.98,10.39,75.87
2024-10-14,7.01,16.88,0.0,16.88,4.86,9.81,5.92,88.35
2024-10-15,6.58,6.82,0.0,6.82,3.91,9.99,6.72,89.22
2024-10-16,7.53,2.17,0.0,2.17,3.84,12.24,6.21,84.31
2024-10-17,5.39,30.38,0.0,30.38,2.58,8.06,10.43,90.3
2024-10-18,2.0,20.23,0.0,20.23,-0.72,5.08,12.13,82.24
2024-10-19,-0.55,10.12,10.12,0.0,-2.92,3.09,10.15,80.35
2024-10-20,0.31,20.24,20.24,0.0,-2.53,4.57,11.32,78.22
2024-10-21,-3.62,25.61,25.61,0.0,-5.73,-1.13,11.5,90.09
2024-10-22,-0.36,4.32,4.32,0.0,-4.88,4.76,10.4,78.92
2024-10-23,0.28,2.74,2.74,0.0,-4.17,4.51,9.7,80.81
2024-10-24,1.47,9.76,9.76,0.0,-2.14,5.67,8.63,84.26
2024-10-25,1.95,13.62,13.62,0.0,0.25,5.12,8.44,85.8
2024-10-26,1.27,26.23,26.23,0.0,-0.52,2.68,10.41,91.2
2024-10-27,0.47,8.82,8.82,0.0,-2.98,5.52,8.79,76.5
2024-10-28,0.02,0.0,0.0,0.0,-4.98,6.2,10.85,65.68
2024-10-29,-0.17,0.0,0.0,0.0,-5.29,5.24,9.81,65.82
2024-10-30,-0.06,0.0,0.0,0.0,-5.18,6.0,9.86,69.5
2024-10-31,0.66,0.0,0.0,0.0,-3.84,6.29,9.85,73.31
2024-11-01,0.86,0.0,0.0,0.0,-3.51,6.21,10.55,75.65
2024-11-02,2.05,0.0,0.0,0.0,-3.09,8.26,10.95,66.1
2024-11-03,1.92,6.98,6.98,0.0,-1.66,6.13,12.26,78.69
2024-11-04,-2.29,4.07,4.07,0.0,-4.6,1.77,7.77,85.5
2024-11-05,-2.41,28.88,28.88,0.0,-4.38,-0.01,16.22,85.83
2024-11-06,-3.7,15.11,15.11,0.0,-6.85,1.03,8.87,80.84
2024-11-07,-3.56,0.0,0.0,0.0,-7.13,2.16,9.84,75.14
2024-11-08,-2.85,0.0,0.0,0.0,-7.07,2.88,10.28,74.83
2024-11-09,-1.75,0.0,0.0,0.0,-5.43,4.49,9.68,70.69
2024-11-10,-0.56,0.0,0.0,0.0,-5.05,5.66,10.95,61.82
2024-11-11,0.36,0.0,0.0,0.0,-3.04,5.27,9.16,63.53
2024-11-12,-0.01,0.03,0.03,0.0,-3.56,5.46,7.27,73.12
2024-11-13,-0.89,0.0,0.0,0.0,-4.93,5.82,8.53,70.2
2024-11-14,-0.87,0.0,0.0,0.0,-4.86,5.42,8.0,66.81
2024-11-15,0.64,0.0,0.0,0.0,-3.69,6.4,9.11,62.3
2024-11-16,0.31,21.36,21.36,0.0,-2.18,4.75,10.0,80.1
2024-11-17,-1.17,1.56,1.56,0.0,-4.75,4.17,9.2,76.03
2024-11-18,1.89,1.43,1.43,0.0,-2.76,8.11,13.83,69.88
2024-11-19,0.75,12.73,12.73,0.0,-1.11,2.92,7.08,88.1
2024-11-20,1.51,0.0,0.0,0.0,-1.87,6.56,11.11,77.78
2024-11-21,2.78,0.0,0.0,0.0,-0.81,9.79,15.74,64.27
2024-11-22,2.54,0.03,0.0,0.03,-0.6,6.46,11.36,68.73
2024-11-23,4.07,0.0,0.0,0.0,0.06,10.27,16.43,63.73
2024-11-24,-0.15,11.0,11.0,0.0,-3.11,5.52,13.18,86.83
2024-11-25,-3.92,16.9,16.9,0.0,-5.54,-2.19,10.44,90.48
2024-11-26,-4.62,8.96,8.96,0.0,-6.92,-1.56,9.32,84.92
2024-11-27,-3.54,36.1,36.1,0.0,-4.6,-1.8,12.5,90.59
2024-11-28,-4.92,24.38,24.38,0.0,-7.27,-3.03,14.45,85.69
2024-11-29,-4.95,1.52,1.52,0.0,-7.55,-1.06,8.51,78.23
2024-11-30,-6.09,0.0,0.0,0.0,-8.84,-0.72,9.47,70.71
2024-12-01,-5.95,0.0,0.0,0.0,-9.82,0.51,9.88,67.82
2024-12-02,-6.41,0.0,0.0,0.0,-9.41,-1.25,11.31,68.4
2024-12-03,-5.83,0.0,0.0,0.0,-9.81,0.35,12.66,68.25
2024-12-04,-5.24,0.0,0.0,0.0,-8.67,0.44,15.14,55.28
2024-12-05,-4.32,0.0,0.0,0.0,-7.72,1.59,11.26,60.61
2024-12-06,-4.05,0.08,0.08,0.0,-6.99,1.64,9.4,68.62
2024-12-07,-2.1,0.0,0.0,0.0,-6.32,3.24,16.91,59.43
2024-12-08,-0.42,0.0,0.0,0.0,-3.72,4.23,15.98,56.23
2024-12-09,-0.42,0.0,0.0,0.0,-3.11,4.79,13.17,65.73
